shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
"3-109-mjp-1.2.H","-37.8084801424286","144.978353931853","52","6166.99230103725"
"3-109-mjp-1.2.H","-37.8089105452987","144.982431318777","53","6529.20770656275"
"3-109-mjp-1.2.H","-37.8089105452987","144.982431318777","54","6529.20770656275"
"3-109-mjp-1.2.H","-37.809233061399","144.985478040718","55","6799.87539950005"
"3-109-mjp-1.2.H","-37.809233061399","144.985478040718","56","6799.87539950005"
"3-109-mjp-1.2.H","-37.8097373204742","144.99020096462","57","7219.51572168084"
"3-109-mjp-1.2.H","-37.8097320923299","144.990950788987","58","7285.54601775772"
"3-109-mjp-1.2.H","-37.8097320923299","144.990950788987","59","7285.54601775772"
"3-109-mjp-1.2.H","-37.809720266731","144.992370962951","60","7410.6100013821"
"3-109-mjp-1.2.H","-37.8097417661293","144.992574839587","61","7428.72077165838"
"3-109-mjp-1.2.H","-37.8097417661293","144.992574839587","62","7428.72077165838"
"3-109-mjp-1.2.H","-37.8100667273895","144.995780602803","63","7713.30643538724"
"3-109-mjp-1.2.H","-37.8100667273895","144.995780602803","64","7713.30643538724"
"3-109-mjp-1.2.H","-37.8105521755554","145.000481446782","65","8130.73906468208"
"3-109-mjp-1.2.H","-37.8105521755554","145.000481446782","66","8130.73906468208"
"3-109-mjp-1.2.H","-37.8109095281592","145.004015822952","67","8444.47940317874"
"3-109-mjp-1.2.H","-37.8109095281592","145.004015822952","68","8444.47940317874"
"3-109-mjp-1.2.H","-37.8111943065729","145.00699559112","69","8708.76144948534"
"3-109-mjp-1.2.H","-37.8111943065729","145.00699559112","70","8708.76144948534"
"3-109-mjp-1.2.H","-37.8114556215853","145.009657958012","71","8944.98380236499"
"3-109-mjp-1.2.H","-37.8114000511641","145.010102455886","72","8984.60702787731"
"3-109-mjp-1.2.H","-37.8114316789423","145.010374225655","73","9008.7938011222"
"3-109-mjp-1.2.H","-37.8114316789423","145.010374225655","74","9008.7938011222"
"3-109-mjp-1.2.H","-37.8117193666002","145.013001829792","75","9242.35963766514"
"3-109-mjp-1.2.H","-37.8117772447505","145.013227461692","76","9263.24025068296"
"3-109-mjp-1.2.H","-37.8117772447505","145.013227461692","77","9263.24025068296"
"3-109-mjp-1.2.H","-37.8120003198055","145.01416429661","78","9349.3680626835"
"3-109-mjp-1.2.H","-37.8127752904091","145.02058427749","79","9921.17659707241"
"3-109-mjp-1.2.H","-37.8127752904091","145.02058427749","80","9921.17659707241"
"3-109-mjp-1.2.H","-37.8130888228815","145.02315448646","81","10150.1503947"
"3-109-mjp-1.2.H","-37.8130888228815","145.02315448646","82","10150.1503947"
"3-109-mjp-1.2.H","-37.8131309533628","145.023516863643","83","10182.3994256932"
"3-109-mjp-1.2.H","-37.8102566033201","145.026228794987","84","10580.8966025966"
"3-109-mjp-1.2.H","-37.8102566033201","145.026228794987","85","10580.8966025966"
"3-109-mjp-1.2.H","-37.8076486180785","145.028706257636","86","10943.3603938917"
"3-109-mjp-1.2.H","-37.8076486180785","145.028706257636","87","10943.3603938917"
"3-109-mjp-1.2.H","-37.8074803197435","145.028881111525","88","10967.5678307655"
"3-109-mjp-1.2.H","-37.8074551965706","145.028995365024","89","10978.0081372744"
"3-109-mjp-1.2.H","-37.8068775042967","145.030555475627","90","11129.6161845542"
"3-109-mjp-1.2.H","-37.8068775042967","145.030555475627","91","11129.6161845542"
"3-109-mjp-1.2.H","-37.806851809846","145.030635667461","92","11137.2319576601"
"3-109-mjp-1.2.H","-37.806853708503","145.030749201568","93","11147.2818332812"
"3-109-mjp-1.2.H","-37.8069589724669","145.031655082933","94","11227.9044107642"
"3-109-mjp-1.2.H","-37.8069589724669","145.031655082933","95","11227.9044107642"
"3-109-mjp-1.2.H","-37.8073801487349","145.035289990663","96","11551.3870223525"
"3-109-mjp-1.2.H","-37.8073801487349","145.035289990663","97","11551.3870223525"
"3-109-mjp-1.2.H","-37.8076849165462","145.037894389111","98","11783.2080740282"
"3-109-mjp-1.2.H","-37.8076849165462","145.037894389111","99","11783.2080740282"
"3-109-mjp-1.2.H","-37.8081908031161","145.042299523221","100","12175.1583259735"
"3-109-mjp-1.2.H","-37.8081908031161","145.042299523221","101","12175.1583259735"
"3-109-mjp-1.2.H","-37.8086007619314","145.045821265679","102","12488.5941248223"
"3-109-mjp-1.2.H","-37.8086007619314","145.045821265679","103","12488.5941248223"
"3-109-mjp-1.2.H","-37.8090096760358","145.049286282291","104","12797.0694074626"
"3-109-mjp-1.2.H","-37.8090096760358","145.049286282291","105","12797.0694074626"
"3-109-mjp-1.2.H","-37.8094483292343","145.052920940949","106","13120.8054110211"
"3-109-mjp-1.2.H","-37.8094483292343","145.052920940949","107","13120.8054110211"
"3-109-mjp-1.2.H","-37.810013325916","145.05766551227","108","13543.2707942183"
"3-109-mjp-1.2.H","-37.810013325916","145.05766551227","109","13543.2707942183"
"3-109-mjp-1.2.H","-37.8103485550552","145.060507846333","110","13796.3024127959"
"3-109-mjp-1.2.H","-37.8103485550552","145.060507846333","111","13796.3024127959"
"3-109-mjp-1.2.H","-37.8108410504244","145.06469783369","112","14169.2756021809"
"3-109-mjp-1.2.H","-37.8108410504244","145.06469783369","113","14169.2756021809"
"3-109-mjp-1.2.H","-37.8113004149103","145.068525248011","114","14510.1274761672"
"3-109-mjp-1.2.H","-37.8113004149103","145.068525248011","115","14510.1274761672"
"3-109-mjp-1.2.H","-37.8116443925258","145.071367457309","116","14763.2875046077"
"3-109-mjp-1.2.H","-37.8116443925258","145.071367457309","117","14763.2875046077"
"3-109-mjp-1.2.H","-37.8121756920151","145.075749697902","118","15153.6335049715"
"3-109-mjp-1.2.H","-37.8121756920151","145.075749697902","119","15153.6335049715"
"3-109-mjp-1.2.H","-37.8128220210926","145.08111729684","120","15631.6711603921"
"3-109-mjp-1.2.H","-37.8128220210926","145.08111729684","121","15631.6711603921"
"3-109-mjp-1.2.H","-37.8131145594904","145.083586094195","122","15851.4619700271"
"3-109-mjp-1.2.H","-37.8131145594904","145.083586094195","123","15851.4619700271"
"3-109-mjp-1.2.H","-37.8136143277707","145.087719419419","124","16219.6046054281"
"3-109-mjp-1.2.H","-37.8136143277707","145.087719419419","125","16219.6046054281"
"3-109-mjp-1.2.H","-37.8140928078604","145.091660236546","126","16570.6316699117"
"3-109-mjp-1.2.H","-37.8140928078604","145.091660236546","127","16570.6316699117"
"3-109-mjp-1.2.H","-37.8144582910755","145.094752030682","128","16845.8661154304"
"3-109-mjp-1.2.H","-37.8144582910755","145.094752030682","129","16845.8661154304"
"3-109-mjp-1.2.H","-37.8149997532571","145.099259317091","130","17247.2487259157"
"3-109-mjp-1.2.H","-37.8149997532571","145.099259317091","131","17247.2487259157"
"3-109-mjp-1.2.H","-37.8154668305554","145.103075621752","132","17587.2399022718"
"3-109-mjp-1.2.H","-37.8154668305554","145.103075621752","133","17587.2399022718"
"3-109-mjp-1.2.H","-37.8162270648053","145.109440492633","134","18153.9611741507"
"3-109-mjp-1.2.H","-37.8162270648053","145.109440492633","135","18153.9611741507"
"3-109-mjp-1.2.H","-37.8169467456431","145.115545247532","136","18697.3597387421"
"3-109-mjp-1.2.H","-37.8169467456431","145.115545247532","137","18697.3597387421"
"3-109-mjp-1.2.H","-37.8171440609836","145.117176095238","138","18842.6078024125"
"3-109-mjp-1.2.H","-37.8173238178904","145.118273467969","139","18941.2637703009"
"3-109-mjp-1.2.H","-37.8175012660422","145.119791233539","140","19076.337824064"
"3-109-mjp-1.2.H","-37.8175012660422","145.119791233539","141","19076.337824064"
"3-109-mjp-1.2.H","-37.8176301577839","145.120526379882","142","19142.6250777407"
"3-109-mjp-1.2.H","-37.8178659733766","145.122315325513","143","19302.2903526129"
"3-109-mjp-1.3.H","-37.8407538284193","144.932837039405","1","0"
"3-109-mjp-1.3.H","-37.8404333561637","144.933061892793","2","40.7062648740952"
"3-109-mjp-1.3.H","-37.8397319510711","144.933661004429","3","134.738174351676"
"3-109-mjp-1.3.H","-37.8392006842022","144.934198541197","4","210.34240703742"
"3-109-mjp-1.3.H","-37.8387767049102","144.934687624684","5","274.123281913827"
"3-109-mjp-1.3.H","-37.838151730891","144.935534563612","6","375.956478858635"
"3-109-mjp-1.3.H","-37.837100321622","144.937245593","7","566.492564679668"
"3-109-mjp-1.3.H","-37.837100321622","144.937245593","8","566.492564679668"
"3-109-mjp-1.3.H","-37.8332628102777","144.943510883987","9","1263.34836037918"
"3-109-mjp-1.3.H","-37.8332628102777","144.943510883987","10","1263.34836037918"
"3-109-mjp-1.3.H","-37.8317033179802","144.946065217546","11","1547.11763285243"
"3-109-mjp-1.3.H","-37.8312938386833","144.946871917993","12","1631.43251884536"
"3-109-mjp-1.3.H","-37.8302861036876","144.948513244942","13","1814.15909053103"
"3-109-mjp-1.3.H","-37.8302861036876","144.948513244942","14","1814.15909053103"
"3-109-mjp-1.3.H","-37.8294625557793","144.949865384749","15","1964.24240072907"
"3-109-mjp-1.3.H","-37.8292268704112","144.950303654959","16","2010.8578488123"
"3-109-mjp-1.3.H","-37.8274980037538","144.95400989626","17","2389.38790045946"
"3-109-mjp-1.3.H","-37.8274980037538","144.95400989626","18","2389.38790045946"
"3-109-mjp-1.3.H","-37.8270978690702","144.954838971647","19","2474.82793791263"
"3-109-mjp-1.3.H","-37.826834747548","144.955255246572","20","2521.68943596807"
"3-109-mjp-1.3.H","-37.826641120304","144.955521902863","21","2553.51709689375"
"3-109-mjp-1.3.H","-37.8256347768652","144.956731243723","22","2707.82847042143"
"3-109-mjp-1.3.H","-37.8256347768652","144.956731243723","23","2707.82847042143"
"3-109-mjp-1.3.H","-37.8253428525261","144.957046047401","24","2750.46648163209"
"3-109-mjp-1.3.H","-37.8232806267985","144.956091803165","25","2994.29018843682"
"3-109-mjp-1.3.H","-37.8232806267985","144.956091803165","26","2994.29018843682"
"3-109-mjp-1.3.H","-37.8216635046088","144.955341175656","27","3185.5596318929"
"3-109-mjp-1.3.H","-37.8216635046088","144.955341175656","28","3185.5596318929"
"3-109-mjp-1.3.H","-37.8190654886475","144.954151890109","29","3492.34457285318"
"3-109-mjp-1.3.H","-37.8188272860701","144.954965038624","30","3568.66626046555"
"3-109-mjp-1.3.H","-37.8188272860701","144.954965038624","31","3568.66626046555"
"3-109-mjp-1.3.H","-37.8175616139111","144.959407639277","32","3984.29229429885"
"3-109-mjp-1.3.H","-37.8175616139111","144.959407639277","33","3984.29229429885"
"3-109-mjp-1.3.H","-37.816286369259","144.963827633518","34","4398.41304963478"
"3-109-mjp-1.3.H","-37.816286369259","144.963827633518","35","4398.41304963478"
"3-109-mjp-1.3.H","-37.8156226411422","144.96609508927","36","4611.22282384639"
"3-109-mjp-1.3.H","-37.8156226411422","144.96609508927","37","4611.22282384639"
"3-109-mjp-1.3.H","-37.8143461598307","144.97045809192","38","5020.68710800315"
"3-109-mjp-1.3.H","-37.8143461598307","144.97045809192","39","5020.68710800315"
"3-109-mjp-1.3.H","-37.8134858769482","144.973355572655","40","5293.10223239972"
"3-109-mjp-1.3.H","-37.8134858769482","144.973355572655","41","5293.10223239972"
"3-109-mjp-1.3.H","-37.8133158865826","144.973950907421","42","5348.81578550845"
"3-109-mjp-1.3.H","-37.8122361314027","144.974571103234","43","5480.51620312359"
"3-109-mjp-1.3.H","-37.8122361314027","144.974571103234","44","5480.51620312359"
"3-109-mjp-1.3.H","-37.8107102896471","144.975453364072","45","5666.84118802899"
"3-109-mjp-1.3.H","-37.809694973916","144.975628761896","46","5780.58651760344"
"3-109-mjp-1.3.H","-37.809694973916","144.975628761896","47","5780.58651760344"
"3-109-mjp-1.3.H","-37.8082122405345","144.975873711717","48","5946.56543192692"
"3-109-mjp-1.3.H","-37.808266839596","144.976428791029","49","5995.81987335102"
"3-109-mjp-1.3.H","-37.808266839596","144.976428791029","50","5995.81987335102"
"3-109-mjp-1.3.H","-37.8084801424286","144.978353931853","51","6166.99230103725"
"3-109-mjp-1.3.H","-37.8084801424286","144.978353931853","52","6166.99230103725"
"3-109-mjp-1.3.H","-37.8089105452987","144.982431318777","53","6529.20770656275"
"3-109-mjp-1.3.H","-37.8089105452987","144.982431318777","54","6529.20770656275"
"3-109-mjp-1.3.H","-37.809233061399","144.985478040718","55","6799.87539950005"
"3-109-mjp-1.3.H","-37.809233061399","144.985478040718","56","6799.87539950005"
"3-109-mjp-1.3.H","-37.8097373204742","144.99020096462","57","7219.51572168084"
"3-109-mjp-1.3.H","-37.8097320923299","144.990950788987","58","7285.54601775772"
"3-109-mjp-1.3.H","-37.8097320923299","144.990950788987","59","7285.54601775772"
"3-109-mjp-1.3.H","-37.809720266731","144.992370962951","60","7410.6100013821"
"3-109-mjp-1.3.H","-37.8097417661293","144.992574839587","61","7428.72077165838"
"3-109-mjp-1.3.H","-37.8097417661293","144.992574839587","62","7428.72077165838"
"3-109-mjp-1.3.H","-37.8100667273895","144.995780602803","63","7713.30643538724"
"3-109-mjp-1.3.H","-37.8100667273895","144.995780602803","64","7713.30643538724"
"3-109-mjp-1.3.H","-37.8105521755554","145.000481446782","65","8130.73906468208"
"3-109-mjp-1.3.H","-37.8105521755554","145.000481446782","66","8130.73906468208"
"3-109-mjp-1.3.H","-37.8109095281592","145.004015822952","67","8444.47940317874"
"3-109-mjp-1.3.H","-37.8109095281592","145.004015822952","68","8444.47940317874"
"3-109-mjp-1.3.H","-37.8111943065729","145.00699559112","69","8708.76144948534"
"3-109-mjp-1.3.H","-37.8111943065729","145.00699559112","70","8708.76144948534"
"3-109-mjp-1.3.H","-37.8114556215853","145.009657958012","71","8944.98380236499"
"3-109-mjp-1.3.H","-37.8114000511641","145.010102455886","72","8984.60702787731"
"3-109-mjp-1.3.H","-37.8114316789423","145.010374225655","73","9008.7938011222"
"3-109-mjp-1.3.H","-37.8114316789423","145.010374225655","74","9008.7938011222"
"3-109-mjp-1.3.H","-37.8117193666002","145.013001829792","75","9242.35963766514"
"3-109-mjp-1.3.H","-37.8117772447505","145.013227461692","76","9263.24025068296"
"3-109-mjp-1.3.H","-37.8117772447505","145.013227461692","77","9263.24025068296"
"3-109-mjp-1.3.H","-37.8120003198055","145.01416429661","78","9349.3680626835"
"3-109-mjp-1.3.H","-37.8127752904091","145.02058427749","79","9921.17659707241"
"3-109-mjp-1.3.H","-37.8127752904091","145.02058427749","80","9921.17659707241"
"3-109-mjp-1.3.H","-37.8130888228815","145.02315448646","81","10150.1503947"
"3-109-mjp-1.4.R","-37.812786779359","145.020731642162","1","0"
"3-109-mjp-1.4.R","-37.8120003198055","145.01416429661","2","584.829034846937"
"3-109-mjp-1.4.R","-37.811718791821","145.012967767689","3","694.724439664427"
"3-109-mjp-1.4.R","-37.811718791821","145.012967767689","4","694.724439664427"
"3-109-mjp-1.4.R","-37.8114004349009","145.010125163818","5","947.51091082141"
"3-109-mjp-1.4.R","-37.8114004349009","145.010125163818","6","947.51091082141"
"3-109-mjp-1.4.R","-37.8114556215853","145.009657958012","7","989.104179507581"
"3-109-mjp-1.4.R","-37.8112499127975","145.007618845753","8","1170.10417950758"
"3-109-mjp-1.4.R","-37.8112499127975","145.007618845753","9","1170.10417950758"
"3-109-mjp-1.4.R","-37.8109313924391","145.004242414836","10","1469.5119282383"
"3-109-mjp-1.4.R","-37.8109313924391","145.004242414836","11","1469.5119282383"
"3-109-mjp-1.4.R","-37.8105752031886","145.000776158877","12","1777.28619616855"
"3-109-mjp-1.4.R","-37.8105752031886","145.000776158877","13","1777.28619616855"
"3-109-mjp-1.4.R","-37.8101001268475","144.996154543131","14","2187.65188674222"
"3-109-mjp-1.4.R","-37.8101001268475","144.996154543131","15","2187.65188674222"
"3-109-mjp-1.4.R","-37.8097653939653","144.992903605908","16","2476.3212477766"
"3-109-mjp-1.4.R","-37.8097653939653","144.992903605908","17","2476.3212477766"
"3-109-mjp-1.4.R","-37.809720266731","144.992370962951","18","2523.49115343688"
"3-109-mjp-1.4.R","-37.8097255039281","144.991621138395","19","2589.52144951376"
"3-109-mjp-1.4.R","-37.8097255039281","144.991621138395","20","2589.52144951376"
"3-109-mjp-1.4.R","-37.8097373204742","144.99020096462","21","2714.58543313814"
"3-109-mjp-1.4.R","-37.8092643570985","144.985727082563","22","3112.02851082349"
"3-109-mjp-1.4.R","-37.8092643570985","144.985727082563","23","3112.02851082349"
"3-109-mjp-1.4.R","-37.8089328397854","144.98268060312","24","3382.808864616"
"3-109-mjp-1.4.R","-37.8089328397854","144.98268060312","25","3382.808864616"
"3-109-mjp-1.4.R","-37.8085345350376","144.978897662212","26","3718.85201660694"
"3-109-mjp-1.4.R","-37.8085345350376","144.978897662212","27","3718.85201660694"
"3-109-mjp-1.4.R","-37.8082437514749","144.976134098416","28","3964.34132390972"
"3-109-mjp-1.4.R","-37.8082437514749","144.976134098416","29","3964.34132390972"
"3-109-mjp-1.4.R","-37.8082122405345","144.975873711717","30","3987.5361509192"
"3-109-mjp-1.4.R","-37.8093804902962","144.975682786137","31","4118.28782394865"
"3-109-mjp-1.4.R","-37.8093804902962","144.975682786137","32","4118.28782394865"
"3-109-mjp-1.4.R","-37.8107102896471","144.975453364072","33","4267.26097589222"
"3-109-mjp-1.4.R","-37.8117185759199","144.974869225062","34","4390.42752979383"
"3-109-mjp-1.4.R","-37.8117185759199","144.974869225062","35","4390.42752979383"
"3-109-mjp-1.4.R","-37.8133158865826","144.973950907421","36","4585.28645312043"
"3-109-mjp-1.4.R","-37.813494493639","144.973332618266","37","4643.22607686791"
"3-109-mjp-1.4.R","-37.813494493639","144.973332618266","38","4643.22607686791"
"3-109-mjp-1.4.R","-37.8143457684218","144.97043538364","39","4915.27202886868"
"3-109-mjp-1.4.R","-37.8143457684218","144.97043538364","40","4915.27202886868"
"3-109-mjp-1.4.R","-37.8156226411422","144.96609508927","41","5322.87600333409"
"3-109-mjp-1.4.R","-37.8156226411422","144.96609508927","42","5322.87600333409"
"3-109-mjp-1.4.R","-37.8162865656094","144.963838987909","43","5534.75568617319"
"3-109-mjp-1.4.R","-37.8162865656094","144.963838987909","44","5534.75568617319"
"3-109-mjp-1.4.R","-37.8174083338766","144.959923058287","45","5901.34537506256"
"3-109-mjp-1.4.R","-37.8174083338766","144.959923058287","46","5901.34537506256"
"3-109-mjp-1.4.R","-37.8188272860701","144.954965038624","47","6365.43372871949"
"3-109-mjp-1.4.R","-37.8188272860701","144.954965038624","48","6365.43372871949"
