service_id,date,exception_type
"T0_2","20190610","2"
"T0+a5_2","20190610","2"
"T0+ao_2","20190610","2"
"T0+li_2","20190610","2"
"T0+lk_2","20190610","2"
"T0+lm_2","20190610","2"
"T0+pc_2","20190610","2"
"T0+pp_2","20190610","2"
"T0+pr_2","20190610","2"
"T0+pt_2","20190610","2"
"T0+px_2","20190610","2"
"UW","20190617","2"
"UW","20190624","2"
