route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color
"5-V04-J-mjp-1","","","Melbourne - Ararat Via Ballarat","3","A57FB2","FFFFFF"
"5-V04-K-mjp-1","","","Melbourne - Ararat Via Ballarat","3","A57FB2","FFFFFF"
"5-V04-L-mjp-1","","","Melbourne - Ararat Via Ballarat","3","A57FB2","FFFFFF"
"5-V05-A-mjp-1","","","Melbourne Via Melton","3","A57FB2","FFFFFF"
"5-V05-B-mjp-1","","","Ballarat - Melbourne Via Melton","3","A57FB2","FFFFFF"
"5-V05-C-mjp-1","","","Ballarat Via Melton","3","A57FB2","FFFFFF"
"5-V05-D-mjp-1","","","Ballarat Via Melton","3","A57FB2","FFFFFF"
"5-V05-E-mjp-1","","","Melbourne Via Melton","3","A57FB2","FFFFFF"
"5-V05-F-mjp-1","","","Melbourne Via Melton","3","A57FB2","FFFFFF"
"5-V05-G-mjp-1","","","Ballarat - Melbourne Via Melton","3","A57FB2","FFFFFF"
"5-V05-H-mjp-1","","","Ballarat - Melbourne Via Melton","3","A57FB2","FFFFFF"
"5-V05-I-mjp-1","","","Ballarat - Melbourne Via Melton","3","A57FB2","FFFFFF"
"5-V05-J-mjp-1","","","Ballarat - Melbourne Via Melton","3","A57FB2","FFFFFF"
"5-V05-K-mjp-1","","","Ballarat - Melbourne Via Melton","3","A57FB2","FFFFFF"
"5-V05-L-mjp-1","","","Ballarat - Melbourne Via Melton","3","A57FB2","FFFFFF"
"5-V06-A-mjp-1","","","Warrnambool - Ballarat Via Skipton","3","A57FB2","FFFFFF"
"5-V06-B-mjp-1","","","Warrnambool - Ballarat Via Skipton","3","A57FB2","FFFFFF"
"5-V06-D-mjp-1","","","Warrnambool - Ballarat Via Skipton","3","A57FB2","FFFFFF"
"5-V06-E-mjp-1","","","Warrnambool - Ballarat Via Skipton","3","A57FB2","FFFFFF"
"5-V06-F-mjp-1","","","Warrnambool - Ballarat Via Skipton","3","A57FB2","FFFFFF"
"5-V06-G-mjp-1","","","Warrnambool - Ballarat Via Skipton","3","A57FB2","FFFFFF"
"5-V06-H-mjp-1","","","Warrnambool - Ballarat Via Skipton","3","A57FB2","FFFFFF"
"5-V06-I-mjp-1","","","Warrnambool - Ballarat Via Skipton","3","A57FB2","FFFFFF"
"5-V06-J-mjp-1","","","Warrnambool - Ballarat Via Skipton","3","A57FB2","FFFFFF"
"5-V06-K-mjp-1","","","Warrnambool - Ballarat Via Skipton","3","A57FB2","FFFFFF"
"5-V07-A-mjp-1","","","Melbourne - Barmah Via Heathcote & Shepparton","3","A57FB2","FFFFFF"
"5-V07-B-mjp-1","","","Melbourne - Barmah Via Heathcote & Shepparton","3","A57FB2","FFFFFF"
"5-V07-C-mjp-1","","","Melbourne - Barmah Via Heathcote & Shepparton","3","A57FB2","FFFFFF"
"5-V07-D-mjp-1","","","Melbourne - Barmah Via Heathcote & Shepparton","3","A57FB2","FFFFFF"
"5-V07-E-mjp-1","","","Melbourne - Barmah Via Heathcote & Shepparton","3","A57FB2","FFFFFF"
"5-V07-F-mjp-1","","","Melbourne - Barmah Via Heathcote & Shepparton","3","A57FB2","FFFFFF"
"5-V07-G-mjp-1","","","Melbourne - Barmah Via Heathcote & Shepparton","3","A57FB2","FFFFFF"
"5-V07-H-mjp-1","","","Melbourne - Barmah Via Heathcote & Shepparton","3","A57FB2","FFFFFF"
"5-V07-I-mjp-1","","","Melbourne - Barmah Via Heathcote & Shepparton","3","A57FB2","FFFFFF"
"5-V07-J-mjp-1","","","Melbourne - Barmah Via Heathcote & Shepparton","3","A57FB2","FFFFFF"
"5-V07-K-mjp-1","","","Melbourne - Barmah Via Heathcote & Shepparton","3","A57FB2","FFFFFF"
"5-V07-L-mjp-1","","","Melbourne - Barmah Via Heathcote & Shepparton","3","A57FB2","FFFFFF"
"5-V08-A-mjp-1","","","Bairnsdale - Melbourne Via Sale & Traralgon","3","A57FB2","FFFFFF"
"5-V08-B-mjp-1","","","Bairnsdale - Melbourne Via Sale & Traralgon","3","A57FB2","FFFFFF"
"5-V08-C-mjp-1","","","Bairnsdale - Melbourne Via Sale & Traralgon","3","A57FB2","FFFFFF"
"5-V08-D-mjp-1","","","Bairnsdale Via Traralgon & Sale","3","A57FB2","FFFFFF"
"5-V08-E-mjp-1","","","Bairnsdale - Melbourne Via Sale & Traralgon","3","A57FB2","FFFFFF"
"5-V08-F-mjp-1","","","Bairnsdale - Melbourne Via Sale & Traralgon","3","A57FB2","FFFFFF"
"5-V08-G-mjp-1","","","Bairnsdale - Melbourne Via Sale & Traralgon","3","A57FB2","FFFFFF"
"5-V08-H-mjp-1","","","Bairnsdale - Melbourne Via Sale & Traralgon","3","A57FB2","FFFFFF"
"5-V08-I-mjp-1","","","Bairnsdale - Melbourne Via Sale & Traralgon","3","A57FB2","FFFFFF"
"5-V08-J-mjp-1","","","Bairnsdale - Melbourne Via Sale & Traralgon","3","A57FB2","FFFFFF"
"5-V08-K-mjp-1","","","Bairnsdale - Melbourne Via Sale & Traralgon","3","A57FB2","FFFFFF"
"5-V08-L-mjp-1","","","Bairnsdale - Melbourne Via Sale & Traralgon","3","A57FB2","FFFFFF"
"5-V09-A-mjp-1","","","Melbourne - Batemans Bay Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V09-B-mjp-1","","","Melbourne - Batemans Bay Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V09-C-mjp-1","","","Melbourne - Batemans Bay Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V09-D-mjp-1","","","Melbourne - Batemans Bay Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V09-E-mjp-1","","","Melbourne - Batemans Bay Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V09-F-mjp-1","","","Melbourne - Batemans Bay Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V09-G-mjp-1","","","Melbourne - Batemans Bay Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V09-H-mjp-1","","","Melbourne - Batemans Bay Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V09-I-mjp-1","","","Melbourne - Batemans Bay Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V09-J-mjp-1","","","Melbourne - Batemans Bay Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V09-K-mjp-1","","","Melbourne - Batemans Bay Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V09-L-mjp-1","","","Melbourne - Batemans Bay Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V10-A-mjp-1","","","Melbourne - Barham Via Heathcote","3","A57FB2","FFFFFF"
"5-V10-B-mjp-1","","","Melbourne - Barham Via Heathcote","3","A57FB2","FFFFFF"
"5-V10-C-mjp-1","","","Melbourne - Barham Via Heathcote","3","A57FB2","FFFFFF"
"5-V10-D-mjp-1","","","Melbourne - Barham Via Heathcote","3","A57FB2","FFFFFF"
"5-V10-E-mjp-1","","","Melbourne - Barham Via Heathcote","3","A57FB2","FFFFFF"
"5-V10-F-mjp-1","","","Melbourne - Barham Via Heathcote","3","A57FB2","FFFFFF"
"5-V10-G-mjp-1","","","Melbourne - Barham Via Heathcote","3","A57FB2","FFFFFF"
"5-V10-H-mjp-1","","","Melbourne - Barham Via Heathcote","3","A57FB2","FFFFFF"
"5-V10-I-mjp-1","","","Melbourne - Barham Via Heathcote","3","A57FB2","FFFFFF"
"5-V10-J-mjp-1","","","Melbourne - Barham Via Heathcote","3","A57FB2","FFFFFF"
"5-V10-K-mjp-1","","","Melbourne - Barham Via Heathcote","3","A57FB2","FFFFFF"
"5-V10-L-mjp-1","","","Melbourne - Barham Via Heathcote","3","A57FB2","FFFFFF"
"5-V11-B-mjp-1","","","Bendigo - Albury Via Shepparton & Wangaratta","3","A57FB2","FFFFFF"
"5-V11-D-mjp-1","","","Bendigo - Albury Via Shepparton & Wangaratta","3","A57FB2","FFFFFF"
"5-V11-F-mjp-1","","","Bendigo - Albury Via Shepparton & Wangaratta","3","A57FB2","FFFFFF"
"5-V11-G-mjp-1","","","Bendigo - Albury Via Shepparton & Wangaratta","3","A57FB2","FFFFFF"
"5-V11-H-mjp-1","","","Bendigo - Albury Via Shepparton & Wangaratta","3","A57FB2","FFFFFF"
"5-V11-I-mjp-1","","","Bendigo - Albury Via Shepparton & Wangaratta","3","A57FB2","FFFFFF"
"5-V11-J-mjp-1","","","Bendigo - Albury Via Shepparton & Wangaratta","3","A57FB2","FFFFFF"
"5-V11-K-mjp-1","","","Bendigo - Albury Via Shepparton & Wangaratta","3","A57FB2","FFFFFF"
"5-V12-B-mjp-1","","","Bendigo - Melbourne Via Sunbury","3","A57FB2","FFFFFF"
"5-V12-C-mjp-1","","","Bendigo - Melbourne Via Sunbury","3","A57FB2","FFFFFF"
"5-V12-D-mjp-1","","","Bendigo - Melbourne Via Sunbury","3","A57FB2","FFFFFF"
"5-V12-E-mjp-1","","","Bendigo - Melbourne Via Sunbury","3","A57FB2","FFFFFF"
"5-V12-F-mjp-1","","","Bendigo - Melbourne Via Sunbury","3","A57FB2","FFFFFF"
"5-V12-G-mjp-1","","","Bendigo - Melbourne Via Sunbury","3","A57FB2","FFFFFF"
"5-V12-H-mjp-1","","","Bendigo - Melbourne Via Sunbury","3","A57FB2","FFFFFF"
"5-V12-I-mjp-1","","","Bendigo Via Sunbury","3","A57FB2","FFFFFF"
"5-V12-J-mjp-1","","","Bendigo - Melbourne Via Sunbury","3","A57FB2","FFFFFF"
"5-V12-K-mjp-1","","","Bendigo - Melbourne Via Sunbury","3","A57FB2","FFFFFF"
"5-V12-L-mjp-1","","","Bendigo - Melbourne Via Sunbury","3","A57FB2","FFFFFF"
"5-V13-A-mjp-1","","","Canberra Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V13-B-mjp-1","","","Melbourne Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V13-D-mjp-1","","","Canberra Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V13-E-mjp-1","","","Melbourne Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V13-F-mjp-1","","","Melbourne - Canberra Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V13-G-mjp-1","","","Melbourne Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V13-H-mjp-1","","","Melbourne - Canberra Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V13-I-mjp-1","","","Melbourne - Canberra Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V13-J-mjp-1","","","Melbourne - Canberra Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V13-K-mjp-1","","","Melbourne - Canberra Via Bairnsdale","3","A57FB2","FFFFFF"
"5-V14-A-mjp-1","","","Canberra - Melbourne Via Albury","3","A57FB2","FFFFFF"
"5-V14-B-mjp-1","","","Canberra - Melbourne Via Albury","3","A57FB2","FFFFFF"
"5-V14-C-mjp-1","","","Canberra - Melbourne Via Albury","3","A57FB2","FFFFFF"
"5-V14-D-mjp-1","","","Canberra - Melbourne Via Albury","3","A57FB2","FFFFFF"
"5-V14-E-mjp-1","","","Canberra - Melbourne Via Albury","3","A57FB2","FFFFFF"
"5-V14-F-mjp-1","","","Canberra - Melbourne Via Albury","3","A57FB2","FFFFFF"
"5-V14-G-mjp-1","","","Canberra - Melbourne Via Albury","3","A57FB2","FFFFFF"
"5-V14-H-mjp-1","","","Canberra - Melbourne Via Albury","3","A57FB2","FFFFFF"
"5-V14-I-mjp-1","","","Canberra - Melbourne Via Albury","3","A57FB2","FFFFFF"
"5-V14-J-mjp-1","","","Canberra - Melbourne Via Albury","3","A57FB2","FFFFFF"
"5-V14-K-mjp-1","","","Canberra - Melbourne Via Albury","3","A57FB2","FFFFFF"
"5-V14-L-mjp-1","","","Canberra - Melbourne Via Albury","3","A57FB2","FFFFFF"
"5-V15-A-mjp-1","","","Melbourne - Cowes or Inverloch Via Dandenong & Koo Wee Rup","3","A57FB2","FFFFFF"
"5-V15-B-mjp-1","","","Melbourne - Cowes or Inverloch Via Dandenong & Koo Wee Rup","3","A57FB2","FFFFFF"
"5-V15-C-mjp-1","","","Melbourne - Cowes or Inverloch Via Dandenong & Koo Wee Rup","3","A57FB2","FFFFFF"
"5-V15-D-mjp-1","","","Melbourne - Cowes or Inverloch Via Dandenong & Koo Wee Rup","3","A57FB2","FFFFFF"
"5-V15-E-mjp-1","","","Melbourne - Cowes or Inverloch Via Dandenong & Koo Wee Rup","3","A57FB2","FFFFFF"
"5-V15-F-mjp-1","","","Melbourne - Cowes or Inverloch Via Dandenong & Koo Wee Rup","3","A57FB2","FFFFFF"
"5-V15-G-mjp-1","","","Melbourne - Cowes or Inverloch Via Dandenong & Koo Wee Rup","3","A57FB2","FFFFFF"
"5-V15-H-mjp-1","","","Melbourne - Cowes or Inverloch Via Dandenong & Koo Wee Rup","3","A57FB2","FFFFFF"
"5-V15-I-mjp-1","","","Melbourne - Cowes or Inverloch Via Dandenong & Koo Wee Rup","3","A57FB2","FFFFFF"
"5-V15-J-mjp-1","","","Melbourne - Cowes or Inverloch Via Dandenong & Koo Wee Rup","3","A57FB2","FFFFFF"
"5-V15-K-mjp-1","","","Melbourne - Cowes or Inverloch Via Dandenong & Koo Wee Rup","3","A57FB2","FFFFFF"
"5-V15-L-mjp-1","","","Melbourne - Cowes or Inverloch Via Dandenong & Koo Wee Rup","3","A57FB2","FFFFFF"
"5-V16-A-mjp-1","","","Melbourne - Casterton Via Warrnambool & Hamilton","3","A57FB2","FFFFFF"
"5-V16-B-mjp-1","","","Melbourne - Casterton Via Warrnambool & Hamilton","3","A57FB2","FFFFFF"
"5-V16-D-mjp-1","","","Melbourne - Casterton Via Warrnambool & Hamilton","3","A57FB2","FFFFFF"
"5-V16-E-mjp-1","","","Melbourne - Casterton Via Warrnambool & Hamilton","3","A57FB2","FFFFFF"
"5-V16-F-mjp-1","","","Melbourne - Casterton Via Warrnambool & Hamilton","3","A57FB2","FFFFFF"
"5-V16-G-mjp-1","","","Melbourne - Casterton Via Warrnambool & Hamilton","3","A57FB2","FFFFFF"
"5-V16-H-mjp-1","","","Melbourne - Casterton Via Warrnambool & Hamilton","3","A57FB2","FFFFFF"
"5-V16-I-mjp-1","","","Melbourne - Casterton Via Warrnambool & Hamilton","3","A57FB2","FFFFFF"
"5-V16-J-mjp-1","","","Melbourne - Casterton Via Warrnambool & Hamilton","3","A57FB2","FFFFFF"
"5-V16-K-mjp-1","","","Melbourne - Casterton Via Warrnambool & Hamilton","3","A57FB2","FFFFFF"
"5-V16-L-mjp-1","","","Melbourne - Casterton Via Warrnambool & Hamilton","3","A57FB2","FFFFFF"
"5-V17-A-mjp-1","","","Corowa - Melbourne Via Rutherglen & Wangaratta","3","A57FB2","FFFFFF"
"5-V17-B-mjp-1","","","Corowa - Melbourne Via Rutherglen & Wangaratta","3","A57FB2","FFFFFF"
"5-V17-D-mjp-1","","","Corowa - Melbourne Via Rutherglen & Wangaratta","3","A57FB2","FFFFFF"
"5-V17-E-mjp-1","","","Corowa - Melbourne Via Rutherglen & Wangaratta","3","A57FB2","FFFFFF"
"5-V17-F-mjp-1","","","Corowa - Melbourne Via Rutherglen & Wangaratta","3","A57FB2","FFFFFF"
"5-V17-G-mjp-1","","","Corowa - Melbourne Via Rutherglen & Wangaratta","3","A57FB2","FFFFFF"
"5-V17-H-mjp-1","","","Corowa - Melbourne Via Rutherglen & Wangaratta","3","A57FB2","FFFFFF"
"5-V17-I-mjp-1","","","Corowa - Melbourne Via Rutherglen & Wangaratta","3","A57FB2","FFFFFF"
"5-V17-J-mjp-1","","","Corowa - Melbourne Via Rutherglen & Wangaratta","3","A57FB2","FFFFFF"
"5-V17-K-mjp-1","","","Corowa - Melbourne Via Rutherglen & Wangaratta","3","A57FB2","FFFFFF"
"5-V17-L-mjp-1","","","Corowa - Melbourne Via Rutherglen & Wangaratta","3","A57FB2","FFFFFF"
"5-V18-A-mjp-1","","","Melbourne - Daylesford Via Woodend or Castlemaine","3","A57FB2","FFFFFF"
"5-V18-B-mjp-1","","","Melbourne - Daylesford Via Woodend or Castlemaine","3","A57FB2","FFFFFF"
"5-V18-C-mjp-1","","","Melbourne - Daylesford Via Woodend or Castlemaine","3","A57FB2","FFFFFF"
"5-V18-D-mjp-1","","","Melbourne - Daylesford Via Woodend or Castlemaine","3","A57FB2","FFFFFF"
"5-V18-E-mjp-1","","","Melbourne - Daylesford Via Woodend or Castlemaine","3","A57FB2","FFFFFF"
"5-V18-F-mjp-1","","","Melbourne - Daylesford Via Woodend or Castlemaine","3","A57FB2","FFFFFF"
"5-V18-G-mjp-1","","","Melbourne - Daylesford Via Woodend or Castlemaine","3","A57FB2","FFFFFF"
"5-V18-H-mjp-1","","","Melbourne - Daylesford Via Woodend or Castlemaine","3","A57FB2","FFFFFF"
"5-V18-I-mjp-1","","","Melbourne - Daylesford Via Woodend or Castlemaine","3","A57FB2","FFFFFF"
"5-V18-J-mjp-1","","","Melbourne - Daylesford Via Woodend or Castlemaine","3","A57FB2","FFFFFF"
"5-V18-K-mjp-1","","","Melbourne - Daylesford Via Woodend or Castlemaine","3","A57FB2","FFFFFF"
"5-V18-L-mjp-1","","","Melbourne - Daylesford Via Woodend or Castlemaine","3","A57FB2","FFFFFF"
"5-V19-F-mjp-1","","","Melbourne - Donald Via Bendigo","3","A57FB2","FFFFFF"
"5-V19-H-mjp-1","","","Melbourne - Donald Via Bendigo","3","A57FB2","FFFFFF"
"5-V19-I-mjp-1","","","Melbourne - Donald Via Bendigo","3","A57FB2","FFFFFF"
"5-V19-J-mjp-1","","","Melbourne - Donald Via Bendigo","3","A57FB2","FFFFFF"
"5-V19-K-mjp-1","","","Melbourne - Donald Via Bendigo","3","A57FB2","FFFFFF"
"5-V20-A-mjp-1","","","Melbourne - Deniliquin Via Heathcote & Echuca","3","A57FB2","FFFFFF"
"5-V20-B-mjp-1","","","Melbourne - Deniliquin Via Heathcote & Echuca","3","A57FB2","FFFFFF"
"5-V20-C-mjp-1","","","Melbourne - Deniliquin Via Heathcote & Echuca","3","A57FB2","FFFFFF"
"5-V20-D-mjp-1","","","Melbourne - Deniliquin Via Heathcote & Echuca","3","A57FB2","FFFFFF"
"5-V20-E-mjp-1","","","Melbourne - Deniliquin Via Heathcote & Echuca","3","A57FB2","FFFFFF"
"5-V20-F-mjp-1","","","Melbourne - Deniliquin Via Heathcote & Echuca","3","A57FB2","FFFFFF"
"5-V20-G-mjp-1","","","Melbourne - Deniliquin Via Heathcote & Echuca","3","A57FB2","FFFFFF"
"5-V20-H-mjp-1","","","Melbourne - Deniliquin Via Heathcote & Echuca","3","A57FB2","FFFFFF"
"5-V20-I-mjp-1","","","Melbourne - Deniliquin Via Heathcote & Echuca","3","A57FB2","FFFFFF"
"5-V20-J-mjp-1","","","Melbourne - Deniliquin Via Heathcote & Echuca","3","A57FB2","FFFFFF"
"5-V20-K-mjp-1","","","Melbourne - Deniliquin Via Heathcote & Echuca","3","A57FB2","FFFFFF"
"5-V20-L-mjp-1","","","Melbourne - Deniliquin Via Heathcote & Echuca","3","A57FB2","FFFFFF"
"5-V22-A-mjp-1","","","Bendigo - Geelong Via Ballarat","3","A57FB2","FFFFFF"
"5-V22-B-mjp-1","","","Bendigo - Geelong Via Ballarat","3","A57FB2","FFFFFF"
