route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
"5-V03-G-mjp-1","T0","926.T0.5-V03-G-mjp-1.1.H","5-V03-G-mjp-1.1.H","Melbourne","0"
"5-V03-G-mjp-1","T0","1008.T0.5-V03-G-mjp-1.2.R","5-V03-G-mjp-1.2.R","Adelaide","1"
"5-V04-G-mjp-1","T0","942.T0.5-V04-G-mjp-1.1.H","5-V04-G-mjp-1.1.H","Melbourne","0"
"5-V04-G-mjp-1","T0","965.T0.5-V04-G-mjp-1.2.R","5-V04-G-mjp-1.2.R","Ararat","1"
"5-V05-G-mjp-1","T0","1098.T0.5-V05-G-mjp-1.2.R","5-V05-G-mjp-1.2.R","Melbourne","1"
"5-V05-G-mjp-1","T0","979.T0.5-V05-G-mjp-1.3.R","5-V05-G-mjp-1.3.R","Melbourne","1"
"5-V07-G-mjp-1","T0","984.T0.5-V07-G-mjp-1.1.H","5-V07-G-mjp-1.1.H","Melbourne","0"
"5-V07-G-mjp-1","T0","987.T0.5-V07-G-mjp-1.2.H","5-V07-G-mjp-1.2.H","Melbourne","0"
"5-V07-G-mjp-1","T0","1468.T0.5-V07-G-mjp-1.5.R","5-V07-G-mjp-1.5.R","Barmah","1"
"5-V07-G-mjp-1","T0","1344.T0.5-V07-G-mjp-1.6.R","5-V07-G-mjp-1.6.R","Barmah","1"
"5-V08-G-mjp-1","T0","1880.T0.5-V08-G-mjp-1.1.H","5-V08-G-mjp-1.1.H","Bairnsdale","0"
"5-V08-G-mjp-1","T0","1881.T0.5-V08-G-mjp-1.1.H","5-V08-G-mjp-1.1.H","Bairnsdale","0"
"5-V08-G-mjp-1","T0","2156.T0.5-V08-G-mjp-1.3.R","5-V08-G-mjp-1.3.R","Melbourne","1"
"5-V08-G-mjp-1","T0","1436.T0.5-V08-G-mjp-1.4.R","5-V08-G-mjp-1.4.R","Melbourne","1"
"5-V08-G-mjp-1","T0","1435.T0.5-V08-G-mjp-1.5.R","5-V08-G-mjp-1.5.R","Melbourne","1"
"5-V08-G-mjp-1","T0","1237.T0.5-V08-G-mjp-1.6.R","5-V08-G-mjp-1.6.R","Melbourne","1"
"5-V10-G-mjp-1","T0","1058.T0.5-V10-G-mjp-1.1.H","5-V10-G-mjp-1.1.H","Melbourne","0"
"5-V10-G-mjp-1","T0","2124.T0.5-V10-G-mjp-1.2.R","5-V10-G-mjp-1.2.R","Barham","1"
"5-V14-G-mjp-1","T0","1991.T0.5-V14-G-mjp-1.1.H","5-V14-G-mjp-1.1.H","Canberra","0"
"5-V14-G-mjp-1","T0","2133.T0.5-V14-G-mjp-1.2.R","5-V14-G-mjp-1.2.R","Melbourne","1"
"5-V15-G-mjp-1","T0","1284.T0.5-V15-G-mjp-1.1.H","5-V15-G-mjp-1.1.H","Melbourne","0"
"5-V15-G-mjp-1","T0","1286.T0.5-V15-G-mjp-1.1.H","5-V15-G-mjp-1.1.H","Melbourne","0"
"5-V15-G-mjp-1","T0","1287.T0.5-V15-G-mjp-1.1.H","5-V15-G-mjp-1.1.H","Melbourne","0"
"5-V15-G-mjp-1","T0","1165.T0.5-V15-G-mjp-1.2.H","5-V15-G-mjp-1.2.H","Melbourne","0"
"5-V15-G-mjp-1","T0","1166.T0.5-V15-G-mjp-1.2.H","5-V15-G-mjp-1.2.H","Melbourne","0"
"5-V15-G-mjp-1","T0","1167.T0.5-V15-G-mjp-1.2.H","5-V15-G-mjp-1.2.H","Melbourne","0"
"5-V15-G-mjp-1","T0","1168.T0.5-V15-G-mjp-1.2.H","5-V15-G-mjp-1.2.H","Melbourne","0"
"5-V15-G-mjp-1","T0","1285.T0.5-V15-G-mjp-1.3.H","5-V15-G-mjp-1.3.H","Melbourne","0"
"5-V15-G-mjp-1","T0","1193.T0.5-V15-G-mjp-1.4.R","5-V15-G-mjp-1.4.R","Cowes or Inverloch","1"
"5-V15-G-mjp-1","T0","1194.T0.5-V15-G-mjp-1.4.R","5-V15-G-mjp-1.4.R","Cowes or Inverloch","1"
"5-V15-G-mjp-1","T0","1195.T0.5-V15-G-mjp-1.4.R","5-V15-G-mjp-1.4.R","Cowes or Inverloch","1"
"5-V15-G-mjp-1","T0","1196.T0.5-V15-G-mjp-1.4.R","5-V15-G-mjp-1.4.R","Cowes or Inverloch","1"
"5-V15-G-mjp-1","T0","1212.T0.5-V15-G-mjp-1.5.R","5-V15-G-mjp-1.5.R","Cowes or Inverloch","1"
"5-V15-G-mjp-1","T0","1213.T0.5-V15-G-mjp-1.5.R","5-V15-G-mjp-1.5.R","Cowes or Inverloch","1"
"5-V15-G-mjp-1","T0","1214.T0.5-V15-G-mjp-1.6.R","5-V15-G-mjp-1.6.R","Cowes or Inverloch","1"
"5-V15-G-mjp-1","T0","1215.T0.5-V15-G-mjp-1.6.R","5-V15-G-mjp-1.6.R","Cowes or Inverloch","1"
"5-V16-G-mjp-1","T0","1172.T0.5-V16-G-mjp-1.1.H","5-V16-G-mjp-1.1.H","Melbourne","0"
"5-V17-G-mjp-1","T0","876.T0.5-V17-G-mjp-1.2.H","5-V17-G-mjp-1.2.H","Corowa","0"
"5-V17-G-mjp-1","T0","875.T0.5-V17-G-mjp-1.3.H","5-V17-G-mjp-1.3.H","Corowa","0"
"5-V17-G-mjp-1","T0","885.T0.5-V17-G-mjp-1.4.R","5-V17-G-mjp-1.4.R","Melbourne","1"
"5-V17-G-mjp-1","T0","887.T0.5-V17-G-mjp-1.4.R","5-V17-G-mjp-1.4.R","Melbourne","1"
"5-V18-G-mjp-1","T0","1180.T0.5-V18-G-mjp-1.1.H","5-V18-G-mjp-1.1.H","Melbourne","0"
"5-V18-G-mjp-1","T0","1181.T0.5-V18-G-mjp-1.1.H","5-V18-G-mjp-1.1.H","Melbourne","0"
"5-V18-G-mjp-1","T0","1182.T0.5-V18-G-mjp-1.1.H","5-V18-G-mjp-1.1.H","Melbourne","0"
"5-V18-G-mjp-1","T0","1183.T0.5-V18-G-mjp-1.1.H","5-V18-G-mjp-1.1.H","Melbourne","0"
"5-V18-G-mjp-1","T0","1943.T0.5-V18-G-mjp-1.2.R","5-V18-G-mjp-1.2.R","Daylesford","1"
"5-V18-G-mjp-1","T0","1944.T0.5-V18-G-mjp-1.2.R","5-V18-G-mjp-1.2.R","Daylesford","1"
"5-V18-G-mjp-1","T0","1945.T0.5-V18-G-mjp-1.2.R","5-V18-G-mjp-1.2.R","Daylesford","1"
"5-V18-G-mjp-1","T0","1946.T0.5-V18-G-mjp-1.2.R","5-V18-G-mjp-1.2.R","Daylesford","1"
"5-V20-G-mjp-1","T0","1223.T0.5-V20-G-mjp-1.1.H","5-V20-G-mjp-1.1.H","Melbourne","0"
"5-V20-G-mjp-1","T0","1348.T0.5-V20-G-mjp-1.5.R","5-V20-G-mjp-1.5.R","Deniliquin","1"
"5-V22-F-mjp-1","T0","2144.T0.5-V22-F-mjp-1.1.H","5-V22-F-mjp-1.1.H","Bendigo","0"
"5-V22-F-mjp-1","T0","1012.T0.5-V22-F-mjp-1.2.R","5-V22-F-mjp-1.2.R","Geelong","1"
"5-V24-G-mjp-1","T0","1264.T0.5-V24-G-mjp-1.1.H","5-V24-G-mjp-1.1.H","Melbourne","0"
"5-V24-G-mjp-1","T0","1261.T0.5-V24-G-mjp-1.2.H","5-V24-G-mjp-1.2.H","Melbourne","0"
"5-V24-G-mjp-1","T0","1861.T0.5-V24-G-mjp-1.3.R","","Halls Gap","1"
"5-V24-G-mjp-1","T0","1862.T0.5-V24-G-mjp-1.3.R","","Halls Gap","1"
"5-V25-G-mjp-1","T0","993.T0.5-V25-G-mjp-1.1.H","5-V25-G-mjp-1.1.H","Marlo","0"
"5-V25-G-mjp-1","T0","994.T0.5-V25-G-mjp-1.1.H","5-V25-G-mjp-1.1.H","Marlo","0"
"5-V25-G-mjp-1","T0","992.T0.5-V25-G-mjp-1.1.H","5-V25-G-mjp-1.1.H","Marlo","0"
"5-V25-G-mjp-1","T0","1001.T0.5-V25-G-mjp-1.2.H","5-V25-G-mjp-1.2.H","Marlo","0"
"5-V25-G-mjp-1","T0","1002.T0.5-V25-G-mjp-1.2.H","5-V25-G-mjp-1.2.H","Marlo","0"
"5-V25-G-mjp-1","T0","1003.T0.5-V25-G-mjp-1.2.H","5-V25-G-mjp-1.2.H","Marlo","0"
"5-V25-G-mjp-1","T0","1387.T0.5-V25-G-mjp-1.5.R","5-V25-G-mjp-1.5.R","Melbourne","1"
"5-V25-G-mjp-1","T0","1388.T0.5-V25-G-mjp-1.6.R","5-V25-G-mjp-1.6.R","Melbourne","1"
"5-V25-G-mjp-1","T0","1386.T0.5-V25-G-mjp-1.6.R","5-V25-G-mjp-1.6.R","Melbourne","1"
"5-V25-G-mjp-1","T0","1317.T0.5-V25-G-mjp-1.7.R","5-V25-G-mjp-1.7.R","Melbourne","1"
"5-V25-G-mjp-1","T0","1318.T0.5-V25-G-mjp-1.7.R","5-V25-G-mjp-1.7.R","Melbourne","1"
"5-V25-G-mjp-1","T0","1390.T0.5-V25-G-mjp-1.8.R","5-V25-G-mjp-1.8.R","Melbourne","1"
"5-V43-G-mjp-1","T0","1433.T0.5-V43-G-mjp-1.1.H","5-V43-G-mjp-1.1.H","Melbourne","0"
"5-V43-G-mjp-1","T0","2157.T0.5-V43-G-mjp-1.3.H","5-V43-G-mjp-1.3.H","Melbourne","0"
"5-V43-G-mjp-1","T0","1890.T0.5-V43-G-mjp-1.5.R","5-V43-G-mjp-1.5.R","Sale","1"
"5-V43-G-mjp-1","T0","1887.T0.5-V43-G-mjp-1.6.R","5-V43-G-mjp-1.6.R","Sale","1"
"5-V43-G-mjp-1","T0","1889.T0.5-V43-G-mjp-1.6.R","5-V43-G-mjp-1.6.R","Sale","1"
"5-V43-G-mjp-1","T0","1888.T0.5-V43-G-mjp-1.7.R","5-V43-G-mjp-1.7.R","Sale","1"
"5-V43-G-mjp-1","T0","1886.T0.5-V43-G-mjp-1.8.R","5-V43-G-mjp-1.8.R","Sale","1"
"5-V43-G-mjp-1","T0","1895.T0.5-V43-G-mjp-1.10.R","5-V43-G-mjp-1.10.R","Sale","1"
"5-V47-G-mjp-1","T0","905.T0.5-V47-G-mjp-1.1.H","5-V47-G-mjp-1.1.H","Adelaide","0"
"5-V47-G-mjp-1","T0","923.T0.5-V47-G-mjp-1.2.R","5-V47-G-mjp-1.2.R","Sydney","1"
"5-V48-G-mjp-1","T0","1225.T0.5-V48-G-mjp-1.1.H","5-V48-G-mjp-1.1.H","Traralgon","0"
"5-V48-G-mjp-1","T0","1238.T0.5-V48-G-mjp-1.2.H","5-V48-G-mjp-1.2.H","Traralgon","0"
"5-V48-G-mjp-1","T0","2094.T0.5-V48-G-mjp-1.3.H","5-V48-G-mjp-1.3.H","Traralgon","0"
"5-V26-G-mjp-1","T0","1847.T0.5-V26-G-mjp-1.1.H","5-V26-G-mjp-1.1.H","Lancefield","0"
"5-V26-G-mjp-1","T0","1848.T0.5-V26-G-mjp-1.1.H","5-V26-G-mjp-1.1.H","Lancefield","0"
"5-V26-G-mjp-1","T0","1842.T0.5-V26-G-mjp-1.2.H","5-V26-G-mjp-1.2.H","Lancefield","0"
"5-V26-G-mjp-1","T0","1843.T0.5-V26-G-mjp-1.5.H","5-V26-G-mjp-1.5.H","Lancefield","0"
"5-V26-G-mjp-1","T0","1844.T0.5-V26-G-mjp-1.5.H","5-V26-G-mjp-1.5.H","Lancefield","0"
"5-V26-G-mjp-1","T0","1849.T0.5-V26-G-mjp-1.6.H","5-V26-G-mjp-1.6.H","Lancefield","0"
"5-V26-G-mjp-1","T0","1850.T0.5-V26-G-mjp-1.6.H","5-V26-G-mjp-1.6.H","Lancefield","0"
"5-V26-G-mjp-1","T0","1310.T0.5-V26-G-mjp-1.9.R","5-V26-G-mjp-1.9.R","Melbourne","1"
"5-V26-G-mjp-1","T0","1311.T0.5-V26-G-mjp-1.9.R","5-V26-G-mjp-1.9.R","Melbourne","1"
"5-V26-G-mjp-1","T0","1312.T0.5-V26-G-mjp-1.9.R","5-V26-G-mjp-1.9.R","Melbourne","1"
"5-V26-G-mjp-1","T0","1303.T0.5-V26-G-mjp-1.10.R","5-V26-G-mjp-1.10.R","Melbourne","1"
"5-V26-G-mjp-1","T0","1304.T0.5-V26-G-mjp-1.10.R","5-V26-G-mjp-1.10.R","Melbourne","1"
"5-V26-G-mjp-1","T0","1305.T0.5-V26-G-mjp-1.10.R","5-V26-G-mjp-1.10.R","Melbourne","1"
"5-V26-G-mjp-1","T0","1292.T0.5-V26-G-mjp-1.11.R","5-V26-G-mjp-1.11.R","Melbourne","1"
"5-V26-G-mjp-1","T0","1307.T0.5-V26-G-mjp-1.13.R","5-V26-G-mjp-1.13.R","Melbourne","1"
"5-V27-G-mjp-1","T0","1159.T0.5-V27-G-mjp-1.1.H","5-V27-G-mjp-1.1.H","Maryborough","0"
"5-V27-G-mjp-1","T0","2118.T0.5-V27-G-mjp-1.2.H","5-V27-G-mjp-1.2.H","Maryborough","0"
"5-V27-G-mjp-1","T0","2119.T0.5-V27-G-mjp-1.2.H","5-V27-G-mjp-1.2.H","Maryborough","0"
"5-V27-G-mjp-1","T0","1157.T0.5-V27-G-mjp-1.3.H","5-V27-G-mjp-1.3.H","Maryborough","0"
"5-V27-G-mjp-1","T0","1338.T0.5-V27-G-mjp-1.4.R","5-V27-G-mjp-1.4.R","Melbourne","1"
"5-V27-G-mjp-1","T0","1339.T0.5-V27-G-mjp-1.4.R","5-V27-G-mjp-1.4.R","Melbourne","1"
"5-V27-G-mjp-1","T0","1340.T0.5-V27-G-mjp-1.4.R","5-V27-G-mjp-1.4.R","Melbourne","1"
"5-V27-G-mjp-1","T0","2143.T0.5-V27-G-mjp-1.5.R","5-V27-G-mjp-1.5.R","Melbourne","1"
"5-V28-G-mjp-1","T0","1359.T0.5-V28-G-mjp-1.1.H","5-V28-G-mjp-1.1.H","Mansfield","0"
"5-V28-G-mjp-1","T0","2127.T0.5-V28-G-mjp-1.2.H","5-V28-G-mjp-1.2.H","Mansfield","0"
"5-V28-G-mjp-1","T0","2095.T0.5-V28-G-mjp-1.3.R","5-V28-G-mjp-1.3.R","Melbourne","1"
"5-V28-G-mjp-1","T0","1372.T0.5-V28-G-mjp-1.4.R","5-V28-G-mjp-1.4.R","Melbourne","1"
"5-V29-G-mjp-1","T0","1269.T0.5-V29-G-mjp-1.1.H","5-V29-G-mjp-1.1.H","Melbourne","0"
"5-V29-G-mjp-1","T0","1373.T0.5-V29-G-mjp-1.2.H","5-V29-G-mjp-1.2.H","Melbourne","0"
"5-V29-G-mjp-1","T0","980.T0.5-V29-G-mjp-1.3.R","5-V29-G-mjp-1.3.R","Mt Gambier","1"
"5-V29-G-mjp-1","T0","2116.T0.5-V29-G-mjp-1.4.R","5-V29-G-mjp-1.4.R","Mt Gambier","1"
"5-V30-G-mjp-1","T0","1377.T0.5-V30-G-mjp-1.1.H","5-V30-G-mjp-1.1.H","Melbourne","0"
"5-V30-G-mjp-1","T0","1279.T0.5-V30-G-mjp-1.2.H","5-V30-G-mjp-1.2.H","Melbourne","0"
"5-V30-G-mjp-1","T0","1376.T0.5-V30-G-mjp-1.3.H","5-V30-G-mjp-1.3.H","Melbourne","0"
"5-V30-G-mjp-1","T0","1982.T0.5-V30-G-mjp-1.5.R","5-V30-G-mjp-1.5.R","Mount Gambier","1"
"5-V30-G-mjp-1","T0","1984.T0.5-V30-G-mjp-1.6.R","5-V30-G-mjp-1.6.R","Mount Gambier","1"
"5-V30-G-mjp-1","T0","1985.T0.5-V30-G-mjp-1.9.R","5-V30-G-mjp-1.9.R","Mount Gambier","1"
"5-V31-G-mjp-1","T0","908.T0.5-V31-G-mjp-1.1.H","5-V31-G-mjp-1.1.H","Mildura","0"
"5-V31-G-mjp-1","T0","1398.T0.5-V31-G-mjp-1.2.R","5-V31-G-mjp-1.2.R","Albury","1"
"5-V31-G-mjp-1","T0","1399.T0.5-V31-G-mjp-1.2.R","5-V31-G-mjp-1.2.R","Albury","1"
"5-V31-G-mjp-1","T0","1295.T0.5-V31-G-mjp-1.3.R","5-V31-G-mjp-1.3.R","Albury","1"
"5-V50-G-mjp-1","T0","934.T0.5-V50-G-mjp-1.1.H","5-V50-G-mjp-1.1.H","Melbourne","0"
"5-V50-G-mjp-1","T0","935.T0.5-V50-G-mjp-1.1.H","5-V50-G-mjp-1.1.H","Melbourne","0"
"5-V50-G-mjp-1","T0","936.T0.5-V50-G-mjp-1.1.H","5-V50-G-mjp-1.1.H","Melbourne","0"
"5-V50-G-mjp-1","T0","1315.T0.5-V50-G-mjp-1.3.H","5-V50-G-mjp-1.3.H","Melbourne","0"
"5-V50-G-mjp-1","T0","2164.T0.5-V50-G-mjp-1.4.R","5-V50-G-mjp-1.4.R","Warrnambool","1"
"5-V50-G-mjp-1","T0","2165.T0.5-V50-G-mjp-1.4.R","5-V50-G-mjp-1.4.R","Warrnambool","1"
"5-V50-G-mjp-1","T0","2166.T0.5-V50-G-mjp-1.4.R","5-V50-G-mjp-1.4.R","Warrnambool","1"
"5-V50-G-mjp-1","T0","1255.T0.5-V50-G-mjp-1.5.R","5-V50-G-mjp-1.5.R","Warrnambool","1"
"5-V51-F-mjp-1","T0","1979.T0.5-V51-F-mjp-1.1.H","5-V51-F-mjp-1.1.H","Melbourne","0"
"5-V51-F-mjp-1","T0","1251.T0.5-V51-F-mjp-1.2.R","5-V51-F-mjp-1.2.R","Warrnambool","1"
"5-V52-G-mjp-1","T0","1298.T0.5-V52-G-mjp-1.1.H","5-V52-G-mjp-1.1.H","Melbourne","0"
"5-V52-G-mjp-1","T0","1299.T0.5-V52-G-mjp-1.1.H","5-V52-G-mjp-1.1.H","Melbourne","0"
"5-V52-G-mjp-1","T0","1300.T0.5-V52-G-mjp-1.1.H","5-V52-G-mjp-1.1.H","Melbourne","0"
"5-V52-G-mjp-1","T0","1301.T0.5-V52-G-mjp-1.1.H","5-V52-G-mjp-1.1.H","Melbourne","0"
"5-V52-G-mjp-1","T0","1302.T0.5-V52-G-mjp-1.1.H","5-V52-G-mjp-1.1.H","Melbourne","0"
"5-V52-G-mjp-1","T0","2105.T0.5-V52-G-mjp-1.2.H","5-V52-G-mjp-1.2.H","Melbourne","0"
"5-V52-G-mjp-1","T0","2106.T0.5-V52-G-mjp-1.2.H","5-V52-G-mjp-1.2.H","Melbourne","0"
"5-V52-G-mjp-1","T0","2107.T0.5-V52-G-mjp-1.2.H","5-V52-G-mjp-1.2.H","Melbourne","0"
"5-V52-G-mjp-1","T0","1351.T0.5-V52-G-mjp-1.3.R","5-V52-G-mjp-1.3.R","Yarram","1"
"5-V52-G-mjp-1","T0","1352.T0.5-V52-G-mjp-1.3.R","5-V52-G-mjp-1.3.R","Yarram","1"
"5-V52-G-mjp-1","T0","1354.T0.5-V52-G-mjp-1.3.R","5-V52-G-mjp-1.3.R","Yarram","1"
"5-V52-G-mjp-1","T0","1353.T0.5-V52-G-mjp-1.3.R","5-V52-G-mjp-1.3.R","Yarram","1"
"5-V52-G-mjp-1","T0","1361.T0.5-V52-G-mjp-1.4.R","5-V52-G-mjp-1.4.R","Yarram","1"
"5-V52-G-mjp-1","T0","1363.T0.5-V52-G-mjp-1.4.R","5-V52-G-mjp-1.4.R","Yarram","1"
"5-V52-G-mjp-1","T0","1362.T0.5-V52-G-mjp-1.4.R","5-V52-G-mjp-1.4.R","Yarram","1"
"5-V52-G-mjp-1","T0","1360.T0.5-V52-G-mjp-1.4.R","5-V52-G-mjp-1.4.R","Yarram","1"
"5-mby-G-mjp-1","T0","1035.T0.5-mby-G-mjp-1.1.H","5-mby-G-mjp-1.1.H","Melbourne","0"
"5-mby-G-mjp-1","T0","1036.T0.5-mby-G-mjp-1.1.H","5-mby-G-mjp-1.1.H","Melbourne","0"
"5-mby-G-mjp-1","T0","1039.T0.5-mby-G-mjp-1.2.H","5-mby-G-mjp-1.2.H","Melbourne","0"
"5-mby-G-mjp-1","T0","1037.T0.5-mby-G-mjp-1.3.H","5-mby-G-mjp-1.3.H","Melbourne","0"
"5-mby-G-mjp-1","T0","1044.T0.5-mby-G-mjp-1.6.H","5-mby-G-mjp-1.6.H","Melbourne","0"
"5-mby-G-mjp-1","T0","1950.T0.5-mby-G-mjp-1.7.R","5-mby-G-mjp-1.7.R","Mount Beauty","1"
"5-mby-G-mjp-1","T0","1949.T0.5-mby-G-mjp-1.7.R","5-mby-G-mjp-1.7.R","Mount Beauty","1"
"5-mby-G-mjp-1","T0","1953.T0.5-mby-G-mjp-1.10.R","5-mby-G-mjp-1.10.R","Mount Beauty","1"
"5-mby-G-mjp-1","T0","1952.T0.5-mby-G-mjp-1.11.R","5-mby-G-mjp-1.11.R","Mount Beauty","1"
"5-mby-G-mjp-1","T0","2097.T0.5-mby-G-mjp-1.13.R","5-mby-G-mjp-1.13.R","Mount Beauty","1"
"5-pay-G-mjp-1","T0","1424.T0.5-pay-G-mjp-1.1.H","5-pay-G-mjp-1.1.H","Melbourne","0"
"5-pay-G-mjp-1","T0","1425.T0.5-pay-G-mjp-1.2.H","5-pay-G-mjp-1.2.H","Melbourne","0"
"5-pay-G-mjp-1","T0","1005.T0.5-pay-G-mjp-1.3.R","5-pay-G-mjp-1.3.R","Paynesville","1"
"5-pay-G-mjp-1","T0","1006.T0.5-pay-G-mjp-1.3.R","5-pay-G-mjp-1.3.R","Paynesville","1"
"5-V32-G-mjp-1","T0","970.T0.5-V32-G-mjp-1.1.H","5-V32-G-mjp-1.1.H","Mildura","0"
"5-V34-G-mjp-1","T0","1393.T0.5-V34-G-mjp-1.2.H","5-V34-G-mjp-1.2.H","Melbourne","0"
"5-V34-G-mjp-1","T0","2108.T0.5-V34-G-mjp-1.4.R","5-V34-G-mjp-1.4.R","Mildura","1"
"5-V35-G-mjp-1","T0","1870.T0.5-V35-G-mjp-1.1.H","5-V35-G-mjp-1.1.H","Mildura","0"
"5-V35-G-mjp-1","T0","1871.T0.5-V35-G-mjp-1.1.H","5-V35-G-mjp-1.1.H","Mildura","0"
"5-V35-G-mjp-1","T0","1020.T0.5-V35-G-mjp-1.2.H","5-V35-G-mjp-1.2.H","Mildura","0"
"5-V35-G-mjp-1","T0","2130.T0.5-V35-G-mjp-1.5.R","5-V35-G-mjp-1.5.R","Melbourne","1"
"5-V36-G-mjp-1","T0","1032.T0.5-V36-G-mjp-1.1.H","5-V36-G-mjp-1.1.H","Mulwala","0"
"5-V36-G-mjp-1","T0","1034.T0.5-V36-G-mjp-1.1.H","5-V36-G-mjp-1.1.H","Mulwala","0"
"5-V36-G-mjp-1","T0","1033.T0.5-V36-G-mjp-1.1.H","5-V36-G-mjp-1.1.H","Mulwala","0"
"5-V36-G-mjp-1","T0","1410.T0.5-V36-G-mjp-1.2.R","5-V36-G-mjp-1.2.R","Melbourne","1"
"5-V36-G-mjp-1","T0","1411.T0.5-V36-G-mjp-1.2.R","5-V36-G-mjp-1.2.R","Melbourne","1"
"5-V36-G-mjp-1","T0","1412.T0.5-V36-G-mjp-1.2.R","5-V36-G-mjp-1.2.R","Melbourne","1"
"5-V37-G-mjp-1","T0","946.T0.5-V37-G-mjp-1.1.H","5-V37-G-mjp-1.1.H","Nhill","0"
"5-V37-G-mjp-1","T0","945.T0.5-V37-G-mjp-1.1.H","5-V37-G-mjp-1.1.H","Nhill","0"
"5-V37-G-mjp-1","T0","978.T0.5-V37-G-mjp-1.2.H","5-V37-G-mjp-1.2.H","Nhill","0"
"5-V37-G-mjp-1","T0","949.T0.5-V37-G-mjp-1.3.H","5-V37-G-mjp-1.3.H","Nhill","0"
"5-V37-G-mjp-1","T0","2137.T0.5-V37-G-mjp-1.4.H","5-V37-G-mjp-1.4.H","Nhill","0"
"5-V37-G-mjp-1","T0","947.T0.5-V37-G-mjp-1.5.H","5-V37-G-mjp-1.5.H","Nhill","0"
"5-V37-G-mjp-1","T0","951.T0.5-V37-G-mjp-1.6.H","5-V37-G-mjp-1.6.H","Nhill","0"
"5-V37-G-mjp-1","T0","1271.T0.5-V37-G-mjp-1.10.R","5-V37-G-mjp-1.10.R","Melbourne","1"
"5-V37-G-mjp-1","T0","1273.T0.5-V37-G-mjp-1.10.R","5-V37-G-mjp-1.10.R","Melbourne","1"
"5-V37-G-mjp-1","T0","1275.T0.5-V37-G-mjp-1.10.R","5-V37-G-mjp-1.10.R","Melbourne","1"
"5-V37-G-mjp-1","T0","1272.T0.5-V37-G-mjp-1.10.R","5-V37-G-mjp-1.10.R","Melbourne","1"
"5-V37-G-mjp-1","T0","1274.T0.5-V37-G-mjp-1.10.R","5-V37-G-mjp-1.10.R","Melbourne","1"
