route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
"5-V50-L-mjp-1","T0_3","7633.T0.5-V50-L-mjp-1.3.H","5-V50-L-mjp-1.3.H","Melbourne","0"
"5-V50-L-mjp-1","T0_3","8530.T0.5-V50-L-mjp-1.4.R","5-V50-L-mjp-1.4.R","Warrnambool","1"
"5-V50-L-mjp-1","T0_3","8531.T0.5-V50-L-mjp-1.4.R","5-V50-L-mjp-1.4.R","Warrnambool","1"
"5-V50-L-mjp-1","T0_3","8532.T0.5-V50-L-mjp-1.4.R","5-V50-L-mjp-1.4.R","Warrnambool","1"
"5-V50-L-mjp-1","T0_3","7573.T0.5-V50-L-mjp-1.5.R","5-V50-L-mjp-1.5.R","Warrnambool","1"
"5-V51-K-mjp-1","T0_3","8310.T0.5-V51-K-mjp-1.1.H","5-V51-K-mjp-1.1.H","Melbourne","0"
"5-V51-K-mjp-1","T0_3","7569.T0.5-V51-K-mjp-1.2.R","5-V51-K-mjp-1.2.R","Warrnambool","1"
"5-V52-L-mjp-1","T0_3","7616.T0.5-V52-L-mjp-1.1.H","5-V52-L-mjp-1.1.H","Melbourne","0"
"5-V52-L-mjp-1","T0_3","7617.T0.5-V52-L-mjp-1.1.H","5-V52-L-mjp-1.1.H","Melbourne","0"
"5-V52-L-mjp-1","T0_3","7618.T0.5-V52-L-mjp-1.1.H","5-V52-L-mjp-1.1.H","Melbourne","0"
"5-V52-L-mjp-1","T0_3","7619.T0.5-V52-L-mjp-1.1.H","5-V52-L-mjp-1.1.H","Melbourne","0"
"5-V52-L-mjp-1","T0_3","7620.T0.5-V52-L-mjp-1.1.H","5-V52-L-mjp-1.1.H","Melbourne","0"
"5-V52-L-mjp-1","T0_3","8468.T0.5-V52-L-mjp-1.2.H","5-V52-L-mjp-1.2.H","Melbourne","0"
"5-V52-L-mjp-1","T0_3","8469.T0.5-V52-L-mjp-1.2.H","5-V52-L-mjp-1.2.H","Melbourne","0"
"5-V52-L-mjp-1","T0_3","8470.T0.5-V52-L-mjp-1.2.H","5-V52-L-mjp-1.2.H","Melbourne","0"
"5-V52-L-mjp-1","T0_3","7669.T0.5-V52-L-mjp-1.3.R","5-V52-L-mjp-1.3.R","Yarram","1"
"5-V52-L-mjp-1","T0_3","7670.T0.5-V52-L-mjp-1.3.R","5-V52-L-mjp-1.3.R","Yarram","1"
"5-V52-L-mjp-1","T0_3","7672.T0.5-V52-L-mjp-1.3.R","5-V52-L-mjp-1.3.R","Yarram","1"
"5-V52-L-mjp-1","T0_3","7671.T0.5-V52-L-mjp-1.3.R","5-V52-L-mjp-1.3.R","Yarram","1"
"5-V52-L-mjp-1","T0_3","7677.T0.5-V52-L-mjp-1.4.R","5-V52-L-mjp-1.4.R","Yarram","1"
"5-V52-L-mjp-1","T0_3","7679.T0.5-V52-L-mjp-1.4.R","5-V52-L-mjp-1.4.R","Yarram","1"
"5-V52-L-mjp-1","T0_3","7678.T0.5-V52-L-mjp-1.4.R","5-V52-L-mjp-1.4.R","Yarram","1"
"5-V52-L-mjp-1","T0_3","7676.T0.5-V52-L-mjp-1.4.R","5-V52-L-mjp-1.4.R","Yarram","1"
"5-mby-L-mjp-1","T0_3","7353.T0.5-mby-L-mjp-1.1.H","5-mby-L-mjp-1.1.H","Melbourne","0"
"5-mby-L-mjp-1","T0_3","7354.T0.5-mby-L-mjp-1.1.H","5-mby-L-mjp-1.1.H","Melbourne","0"
"5-mby-L-mjp-1","T0_3","7357.T0.5-mby-L-mjp-1.2.H","5-mby-L-mjp-1.2.H","Melbourne","0"
"5-mby-L-mjp-1","T0_3","7355.T0.5-mby-L-mjp-1.3.H","5-mby-L-mjp-1.3.H","Melbourne","0"
"5-mby-L-mjp-1","T0_3","7362.T0.5-mby-L-mjp-1.6.H","5-mby-L-mjp-1.6.H","Melbourne","0"
"5-mby-L-mjp-1","T0_3","8278.T0.5-mby-L-mjp-1.7.R","5-mby-L-mjp-1.7.R","Mount Beauty","1"
"5-mby-L-mjp-1","T0_3","8277.T0.5-mby-L-mjp-1.7.R","5-mby-L-mjp-1.7.R","Mount Beauty","1"
"5-mby-L-mjp-1","T0_3","8281.T0.5-mby-L-mjp-1.10.R","5-mby-L-mjp-1.10.R","Mount Beauty","1"
"5-mby-L-mjp-1","T0_3","8280.T0.5-mby-L-mjp-1.11.R","5-mby-L-mjp-1.11.R","Mount Beauty","1"
"5-mby-L-mjp-1","T0_3","8460.T0.5-mby-L-mjp-1.13.R","5-mby-L-mjp-1.13.R","Mount Beauty","1"
"5-pay-L-mjp-1","T0_3","7739.T0.5-pay-L-mjp-1.1.H","5-pay-L-mjp-1.1.H","Melbourne","0"
"5-pay-L-mjp-1","T0_3","7740.T0.5-pay-L-mjp-1.2.H","5-pay-L-mjp-1.2.H","Melbourne","0"
"5-pay-L-mjp-1","T0_3","7323.T0.5-pay-L-mjp-1.3.R","5-pay-L-mjp-1.3.R","Paynesville","1"
"5-pay-L-mjp-1","T0_3","7324.T0.5-pay-L-mjp-1.3.R","5-pay-L-mjp-1.3.R","Paynesville","1"
"5-V31-L-mjp-1","T0_3","7226.T0.5-V31-L-mjp-1.1.H","5-V31-L-mjp-1.1.H","Mildura","0"
"5-V31-L-mjp-1","T0_3","7713.T0.5-V31-L-mjp-1.2.R","5-V31-L-mjp-1.2.R","Albury","1"
"5-V31-L-mjp-1","T0_3","7714.T0.5-V31-L-mjp-1.2.R","5-V31-L-mjp-1.2.R","Albury","1"
"5-V31-L-mjp-1","T0_3","7613.T0.5-V31-L-mjp-1.3.R","5-V31-L-mjp-1.3.R","Albury","1"
"5-V32-L-mjp-1","T0_3","7288.T0.5-V32-L-mjp-1.1.H","5-V32-L-mjp-1.1.H","Mildura","0"
"5-V34-L-mjp-1","T0_3","7708.T0.5-V34-L-mjp-1.2.H","5-V34-L-mjp-1.2.H","Melbourne","0"
"5-V34-L-mjp-1","T0_3","8471.T0.5-V34-L-mjp-1.4.R","5-V34-L-mjp-1.4.R","Mildura","1"
"5-V35-L-mjp-1","T0_3","8198.T0.5-V35-L-mjp-1.1.H","5-V35-L-mjp-1.1.H","Mildura","0"
"5-V35-L-mjp-1","T0_3","8199.T0.5-V35-L-mjp-1.1.H","5-V35-L-mjp-1.1.H","Mildura","0"
"5-V35-L-mjp-1","T0_3","7338.T0.5-V35-L-mjp-1.2.H","5-V35-L-mjp-1.2.H","Mildura","0"
"5-V35-L-mjp-1","T0_3","8493.T0.5-V35-L-mjp-1.5.R","5-V35-L-mjp-1.5.R","Melbourne","1"
"5-V36-L-mjp-1","T0_3","7350.T0.5-V36-L-mjp-1.1.H","5-V36-L-mjp-1.1.H","Mulwala","0"
"5-V36-L-mjp-1","T0_3","7352.T0.5-V36-L-mjp-1.1.H","5-V36-L-mjp-1.1.H","Mulwala","0"
"5-V36-L-mjp-1","T0_3","7351.T0.5-V36-L-mjp-1.1.H","5-V36-L-mjp-1.1.H","Mulwala","0"
"5-V36-L-mjp-1","T0_3","7725.T0.5-V36-L-mjp-1.2.R","5-V36-L-mjp-1.2.R","Melbourne","1"
"5-V36-L-mjp-1","T0_3","7726.T0.5-V36-L-mjp-1.2.R","5-V36-L-mjp-1.2.R","Melbourne","1"
"5-V36-L-mjp-1","T0_3","7727.T0.5-V36-L-mjp-1.2.R","5-V36-L-mjp-1.2.R","Melbourne","1"
"5-V37-L-mjp-1","T0_3","7264.T0.5-V37-L-mjp-1.1.H","5-V37-L-mjp-1.1.H","Nhill","0"
"5-V37-L-mjp-1","T0_3","7263.T0.5-V37-L-mjp-1.1.H","5-V37-L-mjp-1.1.H","Nhill","0"
"5-V37-L-mjp-1","T0_3","7296.T0.5-V37-L-mjp-1.2.H","5-V37-L-mjp-1.2.H","Nhill","0"
"5-V37-L-mjp-1","T0_3","7267.T0.5-V37-L-mjp-1.3.H","5-V37-L-mjp-1.3.H","Nhill","0"
"5-V37-L-mjp-1","T0_3","8500.T0.5-V37-L-mjp-1.4.H","5-V37-L-mjp-1.4.H","Nhill","0"
"5-V37-L-mjp-1","T0_3","7265.T0.5-V37-L-mjp-1.5.H","5-V37-L-mjp-1.5.H","Nhill","0"
"5-V37-L-mjp-1","T0_3","7269.T0.5-V37-L-mjp-1.6.H","5-V37-L-mjp-1.6.H","Nhill","0"
"5-V37-L-mjp-1","T0_3","7589.T0.5-V37-L-mjp-1.10.R","5-V37-L-mjp-1.10.R","Melbourne","1"
"5-V37-L-mjp-1","T0_3","7591.T0.5-V37-L-mjp-1.10.R","5-V37-L-mjp-1.10.R","Melbourne","1"
"5-V37-L-mjp-1","T0_3","7593.T0.5-V37-L-mjp-1.10.R","5-V37-L-mjp-1.10.R","Melbourne","1"
"5-V37-L-mjp-1","T0_3","7590.T0.5-V37-L-mjp-1.10.R","5-V37-L-mjp-1.10.R","Melbourne","1"
"5-V37-L-mjp-1","T0_3","7592.T0.5-V37-L-mjp-1.10.R","5-V37-L-mjp-1.10.R","Melbourne","1"
"5-V37-L-mjp-1","T0_3","7734.T0.5-V37-L-mjp-1.11.R","5-V37-L-mjp-1.11.R","Melbourne","1"
"5-V37-L-mjp-1","T0_3","7504.T0.5-V37-L-mjp-1.12.R","5-V37-L-mjp-1.12.R","Melbourne","1"
"5-V38-L-mjp-1","T0_3","7738.T0.5-V38-L-mjp-1.1.H","5-V38-L-mjp-1.1.H","Melbourne","0"
"5-V38-L-mjp-1","T0_3","8501.T0.5-V38-L-mjp-1.2.R","5-V38-L-mjp-1.2.R","Ouyen","1"
"5-V16-G-mjp-1","T0+a5","1975.T0.5-V16-G-mjp-1.3.R","5-V16-G-mjp-1.3.R","Casterton","1"
"5-V30-G-mjp-1","T0+a5","1983.T0.5-V30-G-mjp-1.7.R","5-V30-G-mjp-1.7.R","Mount Gambier","1"
"5-V32-G-mjp-1","T0+a5","1009.T0.5-V32-G-mjp-1.4.R","5-V32-G-mjp-1.4.R","Ballarat","1"
"5-V16-J-mjp-1","T0+a5_1","5318.T0.5-V16-J-mjp-1.3.R","5-V16-J-mjp-1.3.R","Casterton","1"
"5-V30-J-mjp-1","T0+a5_1","5326.T0.5-V30-J-mjp-1.7.R","5-V30-J-mjp-1.7.R","Mount Gambier","1"
"5-V32-J-mjp-1","T0+a5_1","4352.T0.5-V32-J-mjp-1.4.R","5-V32-J-mjp-1.4.R","Ballarat","1"
"5-V16-K-mjp-1","T0+a5_2","6628.T0.5-V16-K-mjp-1.3.R","5-V16-K-mjp-1.3.R","Casterton","1"
"5-V28-K-mjp-1","T0+a5_2","5537.T0.5-V28-K-mjp-1.2.H","","Mansfield","0"
"5-V30-K-mjp-1","T0+a5_2","6636.T0.5-V30-K-mjp-1.7.R","5-V30-K-mjp-1.7.R","Mount Gambier","1"
"5-V32-K-mjp-1","T0+a5_2","5652.T0.5-V32-K-mjp-1.4.R","5-V32-K-mjp-1.4.R","Ballarat","1"
"5-V16-L-mjp-1","T0+a5_3","8306.T0.5-V16-L-mjp-1.3.R","5-V16-L-mjp-1.3.R","Casterton","1"
"5-V28-L-mjp-1","T0+a5_3","7210.T0.5-V28-L-mjp-1.2.H","","Mansfield","0"
"5-V30-L-mjp-1","T0+a5_3","8314.T0.5-V30-L-mjp-1.7.R","5-V30-L-mjp-1.7.R","Mount Gambier","1"
"5-V32-L-mjp-1","T0+a5_3","7327.T0.5-V32-L-mjp-1.4.R","5-V32-L-mjp-1.4.R","Ballarat","1"
"5-V02-G-mjp-1","T0+a6","1248.T0.5-V02-G-mjp-1.2.H","5-V02-G-mjp-1.2.H","Adelaide","0"
"5-V02-G-mjp-1","T0+a6","2146.T0.5-V02-G-mjp-1.8.R","5-V02-G-mjp-1.8.R","Melbourne","1"
"5-V05-G-mjp-1","T0+a6","1575.T0.5-V05-G-mjp-1.1.H","5-V05-G-mjp-1.1.H","Ballarat","0"
"5-V11-F-mjp-1","T0+a6","1027.T0.5-V11-F-mjp-1.4.R","5-V11-F-mjp-1.4.R","Albury","1"
"5-V12-G-mjp-1","T0+a6","1527.T0.5-V12-G-mjp-1.1.H","5-V12-G-mjp-1.1.H","Bendigo","0"
"5-V12-G-mjp-1","T0+a6","2161.T0.5-V12-G-mjp-1.2.R","5-V12-G-mjp-1.2.R","Melbourne","1"
"5-V16-G-mjp-1","T0+a6","1174.T0.5-V16-G-mjp-1.2.H","5-V16-G-mjp-1.2.H","Melbourne","0"
"5-V16-G-mjp-1","T0+a6","1976.T0.5-V16-G-mjp-1.3.R","5-V16-G-mjp-1.3.R","Casterton","1"
"5-V16-G-mjp-1","T0+a6","1978.T0.5-V16-G-mjp-1.4.R","5-V16-G-mjp-1.4.R","Casterton","1"
"5-V20-G-mjp-1","T0+a6","1224.T0.5-V20-G-mjp-1.1.H","5-V20-G-mjp-1.1.H","Melbourne","0"
"5-V20-G-mjp-1","T0+a6","1345.T0.5-V20-G-mjp-1.3.R","5-V20-G-mjp-1.3.R","Deniliquin","1"
"5-V48-G-mjp-1","T0+a6","2159.T0.5-V48-G-mjp-1.5.R","5-V48-G-mjp-1.5.R","Melbourne","1"
"5-V27-G-mjp-1","T0+a6","1156.T0.5-V27-G-mjp-1.3.H","5-V27-G-mjp-1.3.H","Maryborough","0"
"5-V27-G-mjp-1","T0+a6","1335.T0.5-V27-G-mjp-1.6.R","5-V27-G-mjp-1.6.R","Melbourne","1"
"5-V30-G-mjp-1","T0+a6","1988.T0.5-V30-G-mjp-1.8.R","5-V30-G-mjp-1.8.R","Mount Gambier","1"
"5-V50-G-mjp-1","T0+a6","1252.T0.5-V50-G-mjp-1.7.R","5-V50-G-mjp-1.7.R","Warrnambool","1"
"5-V32-G-mjp-1","T0+a6","1379.T0.5-V32-G-mjp-1.2.H","5-V32-G-mjp-1.2.H","Mildura","0"
"5-V32-G-mjp-1","T0+a6","1010.T0.5-V32-G-mjp-1.4.R","5-V32-G-mjp-1.4.R","Ballarat","1"
"5-V32-G-mjp-1","T0+a6","1155.T0.5-V32-G-mjp-1.5.R","5-V32-G-mjp-1.5.R","Ballarat","1"
"5-V34-G-mjp-1","T0+a6","973.T0.5-V34-G-mjp-1.3.R","5-V34-G-mjp-1.3.R","Mildura","1"
"5-V35-G-mjp-1","T0+a6","1025.T0.5-V35-G-mjp-1.4.H","5-V35-G-mjp-1.4.H","Mildura","0"
"5-V35-G-mjp-1","T0+a6","1391.T0.5-V35-G-mjp-1.6.R","5-V35-G-mjp-1.6.R","Melbourne","1"
"5-V38-G-mjp-1","T0+a6","2139.T0.5-V38-G-mjp-1.3.R","5-V38-G-mjp-1.3.R","Ouyen","1"
"5-V40-G-mjp-1","T0+a6","1451.T0.5-V40-G-mjp-1.2.H","5-V40-G-mjp-1.2.H","Melbourne","0"
"5-V40-G-mjp-1","T0+a6","882.T0.5-V40-G-mjp-1.4.R","5-V40-G-mjp-1.4.R","Seymour","1"
"5-V41-G-mjp-1","T0+a6","1484.T0.5-V41-G-mjp-1.3.H","5-V41-G-mjp-1.3.H","Melbourne","0"
"5-V02-J-mjp-1","T0+a6_1","4591.T0.5-V02-J-mjp-1.2.H","5-V02-J-mjp-1.2.H","Adelaide","0"
"5-V02-J-mjp-1","T0+a6_1","5489.T0.5-V02-J-mjp-1.8.R","5-V02-J-mjp-1.8.R","Melbourne","1"
"5-V05-J-mjp-1","T0+a6_1","4918.T0.5-V05-J-mjp-1.1.H","5-V05-J-mjp-1.1.H","Ballarat","0"
"5-V11-I-mjp-1","T0+a6_1","4370.T0.5-V11-I-mjp-1.4.R","5-V11-I-mjp-1.4.R","Albury","1"
"5-V12-J-mjp-1","T0+a6_1","4870.T0.5-V12-J-mjp-1.1.H","5-V12-J-mjp-1.1.H","Bendigo","0"
"5-V12-J-mjp-1","T0+a6_1","5504.T0.5-V12-J-mjp-1.2.R","5-V12-J-mjp-1.2.R","Melbourne","1"
"5-V16-J-mjp-1","T0+a6_1","4517.T0.5-V16-J-mjp-1.2.H","5-V16-J-mjp-1.2.H","Melbourne","0"
"5-V16-J-mjp-1","T0+a6_1","5319.T0.5-V16-J-mjp-1.3.R","5-V16-J-mjp-1.3.R","Casterton","1"
"5-V16-J-mjp-1","T0+a6_1","5321.T0.5-V16-J-mjp-1.4.R","5-V16-J-mjp-1.4.R","Casterton","1"
"5-V20-J-mjp-1","T0+a6_1","4567.T0.5-V20-J-mjp-1.1.H","5-V20-J-mjp-1.1.H","Melbourne","0"
"5-V20-J-mjp-1","T0+a6_1","4688.T0.5-V20-J-mjp-1.3.R","5-V20-J-mjp-1.3.R","Deniliquin","1"
"5-V48-J-mjp-1","T0+a6_1","5502.T0.5-V48-J-mjp-1.5.R","5-V48-J-mjp-1.5.R","Melbourne","1"
"5-V27-J-mjp-1","T0+a6_1","4499.T0.5-V27-J-mjp-1.3.H","5-V27-J-mjp-1.3.H","Maryborough","0"
"5-V27-J-mjp-1","T0+a6_1","4678.T0.5-V27-J-mjp-1.6.R","5-V27-J-mjp-1.6.R","Melbourne","1"
"5-V30-J-mjp-1","T0+a6_1","5331.T0.5-V30-J-mjp-1.8.R","5-V30-J-mjp-1.8.R","Mount Gambier","1"
"5-V50-J-mjp-1","T0+a6_1","4595.T0.5-V50-J-mjp-1.7.R","5-V50-J-mjp-1.7.R","Warrnambool","1"
"5-V32-J-mjp-1","T0+a6_1","4722.T0.5-V32-J-mjp-1.2.H","5-V32-J-mjp-1.2.H","Mildura","0"
"5-V32-J-mjp-1","T0+a6_1","4353.T0.5-V32-J-mjp-1.4.R","5-V32-J-mjp-1.4.R","Ballarat","1"
"5-V32-J-mjp-1","T0+a6_1","4498.T0.5-V32-J-mjp-1.5.R","5-V32-J-mjp-1.5.R","Ballarat","1"
"5-V34-J-mjp-1","T0+a6_1","4316.T0.5-V34-J-mjp-1.3.R","5-V34-J-mjp-1.3.R","Mildura","1"
"5-V35-J-mjp-1","T0+a6_1","4368.T0.5-V35-J-mjp-1.4.H","5-V35-J-mjp-1.4.H","Mildura","0"
"5-V35-J-mjp-1","T0+a6_1","4734.T0.5-V35-J-mjp-1.6.R","5-V35-J-mjp-1.6.R","Melbourne","1"
"5-V38-J-mjp-1","T0+a6_1","5482.T0.5-V38-J-mjp-1.3.R","5-V38-J-mjp-1.3.R","Ouyen","1"
"5-V40-J-mjp-1","T0+a6_1","4794.T0.5-V40-J-mjp-1.2.H","5-V40-J-mjp-1.2.H","Melbourne","0"
"5-V40-J-mjp-1","T0+a6_1","4207.T0.5-V40-J-mjp-1.4.R","5-V40-J-mjp-1.4.R","Seymour","1"
"5-V41-J-mjp-1","T0+a6_1","4827.T0.5-V41-J-mjp-1.3.H","5-V41-J-mjp-1.3.H","Melbourne","0"
"5-V02-K-mjp-1","T0+a6_2","5891.T0.5-V02-K-mjp-1.2.H","5-V02-K-mjp-1.2.H","Adelaide","0"
"5-V02-K-mjp-1","T0+a6_2","6831.T0.5-V02-K-mjp-1.9.R","5-V02-K-mjp-1.9.R","Melbourne","1"
"5-V05-K-mjp-1","T0+a6_2","6228.T0.5-V05-K-mjp-1.1.H","5-V05-K-mjp-1.1.H","Ballarat","0"
"5-V11-J-mjp-1","T0+a6_2","5670.T0.5-V11-J-mjp-1.4.R","5-V11-J-mjp-1.4.R","Albury","1"
"5-V12-K-mjp-1","T0+a6_2","6180.T0.5-V12-K-mjp-1.1.H","5-V12-K-mjp-1.1.H","Bendigo","0"
"5-V12-K-mjp-1","T0+a6_2","6846.T0.5-V12-K-mjp-1.2.R","5-V12-K-mjp-1.2.R","Melbourne","1"
"5-V16-K-mjp-1","T0+a6_2","5817.T0.5-V16-K-mjp-1.2.H","5-V16-K-mjp-1.2.H","Melbourne","0"
"5-V16-K-mjp-1","T0+a6_2","6629.T0.5-V16-K-mjp-1.3.R","5-V16-K-mjp-1.3.R","Casterton","1"
"5-V16-K-mjp-1","T0+a6_2","6631.T0.5-V16-K-mjp-1.4.R","5-V16-K-mjp-1.4.R","Casterton","1"
"5-V20-K-mjp-1","T0+a6_2","5867.T0.5-V20-K-mjp-1.1.H","5-V20-K-mjp-1.1.H","Melbourne","0"
"5-V20-K-mjp-1","T0+a6_2","5988.T0.5-V20-K-mjp-1.3.R","5-V20-K-mjp-1.3.R","Deniliquin","1"
"5-V48-K-mjp-1","T0+a6_2","6844.T0.5-V48-K-mjp-1.5.R","5-V48-K-mjp-1.5.R","Melbourne","1"
"5-V27-K-mjp-1","T0+a6_2","5799.T0.5-V27-K-mjp-1.3.H","5-V27-K-mjp-1.3.H","Maryborough","0"
"5-V27-K-mjp-1","T0+a6_2","5978.T0.5-V27-K-mjp-1.6.R","5-V27-K-mjp-1.6.R","Melbourne","1"
"5-V28-K-mjp-1","T0+a6_2","5535.T0.5-V28-K-mjp-1.2.H","","Mansfield","0"
"5-V28-K-mjp-1","T0+a6_2","5536.T0.5-V28-K-mjp-1.2.H","","Mansfield","0"
"5-V28-K-mjp-1","T0+a6_2","5529.T0.5-V28-K-mjp-1.3.H","5-V28-K-mjp-1.3.H","Mansfield","0"
"5-V28-K-mjp-1","T0+a6_2","5544.T0.5-V28-K-mjp-1.7.R","","Melbourne","1"
"5-V28-K-mjp-1","T0+a6_2","5533.T0.5-V28-K-mjp-1.9.R","5-V28-K-mjp-1.9.R","Melbourne","1"
"5-V30-K-mjp-1","T0+a6_2","6641.T0.5-V30-K-mjp-1.8.R","5-V30-K-mjp-1.8.R","Mount Gambier","1"
"5-V50-K-mjp-1","T0+a6_2","5895.T0.5-V50-K-mjp-1.7.R","5-V50-K-mjp-1.7.R","Warrnambool","1"
"5-V32-K-mjp-1","T0+a6_2","6019.T0.5-V32-K-mjp-1.2.H","5-V32-K-mjp-1.2.H","Mildura","0"
"5-V32-K-mjp-1","T0+a6_2","5653.T0.5-V32-K-mjp-1.4.R","5-V32-K-mjp-1.4.R","Ballarat","1"
"5-V32-K-mjp-1","T0+a6_2","5798.T0.5-V32-K-mjp-1.5.R","5-V32-K-mjp-1.5.R","Ballarat","1"
"5-V34-K-mjp-1","T0+a6_2","5616.T0.5-V34-K-mjp-1.3.R","5-V34-K-mjp-1.3.R","Mildura","1"
"5-V35-K-mjp-1","T0+a6_2","5668.T0.5-V35-K-mjp-1.4.H","5-V35-K-mjp-1.4.H","Mildura","0"
"5-V35-K-mjp-1","T0+a6_2","6031.T0.5-V35-K-mjp-1.6.R","5-V35-K-mjp-1.6.R","Melbourne","1"
"5-V38-K-mjp-1","T0+a6_2","6824.T0.5-V38-K-mjp-1.3.R","5-V38-K-mjp-1.3.R","Ouyen","1"
"5-V40-K-mjp-1","T0+a6_2","6091.T0.5-V40-K-mjp-1.1.H","5-V40-K-mjp-1.1.H","Melbourne","0"
"5-V41-K-mjp-1","T0+a6_2","6137.T0.5-V41-K-mjp-1.3.H","5-V41-K-mjp-1.3.H","Melbourne","0"
"5-V02-L-mjp-1","T0+a6_3","7566.T0.5-V02-L-mjp-1.2.H","5-V02-L-mjp-1.2.H","Adelaide","0"
"5-V02-L-mjp-1","T0+a6_3","8509.T0.5-V02-L-mjp-1.8.R","5-V02-L-mjp-1.8.R","Melbourne","1"
"5-V05-L-mjp-1","T0+a6_3","7903.T0.5-V05-L-mjp-1.1.H","5-V05-L-mjp-1.1.H","Ballarat","0"
"5-V11-K-mjp-1","T0+a6_3","7345.T0.5-V11-K-mjp-1.4.R","5-V11-K-mjp-1.4.R","Albury","1"
"5-V12-L-mjp-1","T0+a6_3","7855.T0.5-V12-L-mjp-1.1.H","5-V12-L-mjp-1.1.H","Bendigo","0"
"5-V12-L-mjp-1","T0+a6_3","8527.T0.5-V12-L-mjp-1.2.R","5-V12-L-mjp-1.2.R","Melbourne","1"
"5-V16-L-mjp-1","T0+a6_3","7492.T0.5-V16-L-mjp-1.2.H","5-V16-L-mjp-1.2.H","Melbourne","0"
"5-V16-L-mjp-1","T0+a6_3","8307.T0.5-V16-L-mjp-1.3.R","5-V16-L-mjp-1.3.R","Casterton","1"
"5-V16-L-mjp-1","T0+a6_3","8309.T0.5-V16-L-mjp-1.4.R","5-V16-L-mjp-1.4.R","Casterton","1"
"5-V20-L-mjp-1","T0+a6_3","7542.T0.5-V20-L-mjp-1.1.H","5-V20-L-mjp-1.1.H","Melbourne","0"
"5-V20-L-mjp-1","T0+a6_3","7663.T0.5-V20-L-mjp-1.3.R","5-V20-L-mjp-1.3.R","Deniliquin","1"
"5-V41-L-mjp-1","T0+a6_3","7812.T0.5-V41-L-mjp-1.3.H","5-V41-L-mjp-1.3.H","Melbourne","0"
"5-V48-L-mjp-1","T0+a6_3","8525.T0.5-V48-L-mjp-1.5.R","5-V48-L-mjp-1.5.R","Melbourne","1"
"5-V27-L-mjp-1","T0+a6_3","7474.T0.5-V27-L-mjp-1.3.H","5-V27-L-mjp-1.3.H","Maryborough","0"
"5-V27-L-mjp-1","T0+a6_3","7653.T0.5-V27-L-mjp-1.6.R","5-V27-L-mjp-1.6.R","Melbourne","1"
"5-V28-L-mjp-1","T0+a6_3","7208.T0.5-V28-L-mjp-1.2.H","","Mansfield","0"
"5-V28-L-mjp-1","T0+a6_3","7209.T0.5-V28-L-mjp-1.2.H","","Mansfield","0"
"5-V28-L-mjp-1","T0+a6_3","7216.T0.5-V28-L-mjp-1.3.H","5-V28-L-mjp-1.3.H","Mansfield","0"
"5-V28-L-mjp-1","T0+a6_3","7201.T0.5-V28-L-mjp-1.7.R","","Melbourne","1"
"5-V28-L-mjp-1","T0+a6_3","7212.T0.5-V28-L-mjp-1.9.R","5-V28-L-mjp-1.9.R","Melbourne","1"
"5-V30-L-mjp-1","T0+a6_3","8319.T0.5-V30-L-mjp-1.8.R","5-V30-L-mjp-1.8.R","Mount Gambier","1"
"5-V50-L-mjp-1","T0+a6_3","7570.T0.5-V50-L-mjp-1.7.R","5-V50-L-mjp-1.7.R","Warrnambool","1"
"5-V32-L-mjp-1","T0+a6_3","7694.T0.5-V32-L-mjp-1.2.H","5-V32-L-mjp-1.2.H","Mildura","0"
"5-V32-L-mjp-1","T0+a6_3","7328.T0.5-V32-L-mjp-1.4.R","5-V32-L-mjp-1.4.R","Ballarat","1"
"5-V32-L-mjp-1","T0+a6_3","7473.T0.5-V32-L-mjp-1.5.R","5-V32-L-mjp-1.5.R","Ballarat","1"
"5-V34-L-mjp-1","T0+a6_3","7291.T0.5-V34-L-mjp-1.3.R","5-V34-L-mjp-1.3.R","Mildura","1"
"5-V35-L-mjp-1","T0+a6_3","7343.T0.5-V35-L-mjp-1.4.H","5-V35-L-mjp-1.4.H","Mildura","0"
"5-V35-L-mjp-1","T0+a6_3","7706.T0.5-V35-L-mjp-1.6.R","5-V35-L-mjp-1.6.R","Melbourne","1"
"5-V38-L-mjp-1","T0+a6_3","8502.T0.5-V38-L-mjp-1.3.R","5-V38-L-mjp-1.3.R","Ouyen","1"
"5-V40-L-mjp-1","T0+a6_3","7766.T0.5-V40-L-mjp-1.1.H","5-V40-L-mjp-1.1.H","Melbourne","0"
"5-V11-F-mjp-1","T0+ao","1947.T0.5-V11-F-mjp-1.2.H","5-V11-F-mjp-1.2.H","Bendigo","0"
"5-V20-G-mjp-1","T0+ao","1325.T0.5-V20-G-mjp-1.2.H","5-V20-G-mjp-1.2.H","Melbourne","0"
"5-V20-G-mjp-1","T0+ao","1355.T0.5-V20-G-mjp-1.4.R","5-V20-G-mjp-1.4.R","Deniliquin","1"
"5-V30-G-mjp-1","T0+ao","1375.T0.5-V30-G-mjp-1.3.H","5-V30-G-mjp-1.3.H","Melbourne","0"
"5-V11-I-mjp-1","T0+ao_1","5290.T0.5-V11-I-mjp-1.2.H","5-V11-I-mjp-1.2.H","Bendigo","0"
"5-V20-J-mjp-1","T0+ao_1","4668.T0.5-V20-J-mjp-1.2.H","5-V20-J-mjp-1.2.H","Melbourne","0"
